Date,Country,AreaCode,Area,TotalCases,Population
03/05/2020,England,E08000025,Birmingham,2802,1141816
03/05/2020,England,E06000023,Bristol,637,463377
03/05/2020,England,E08000026,Coventry,718,371521
03/05/2020,England,E08000035,Leeds,1521,793139
03/05/2020,England,E06000016,Leicester,699,354224
03/05/2020,England,E08000012,Liverpool,1488,498042
03/05/2020,England,E08000003,Manchester,1231,552858
03/05/2020,England,E06000038,Reading,520,161780
03/05/2020,England,E08000019,Sheffield,2294,584853
03/05/2020,England,E06000033,Southend-on-Sea,320,183125
03/05/2020,Northern Ireland,N09000003,Belfast,1173,340220
03/05/2020,Scotland,S08000031,Glasgow,2985,633120
03/05/2020,Scotland,S08000024,Edinburgh,2089,524930
03/05/2020,Wales,W11000029,Cardiff,2339,366903
03/05/2020,Wales,W11000031,Swansea,1646,246993
03/05/2020,England,E06000026,Plymouth,306,262100
03/05/2020,Wales,W11000028,Newport,2222,154676
03/05/2020,London,,London,25385,8961989
04/05/2020,England,E08000025,Birmingham,2822,1141816
04/05/2020,England,E06000023,Bristol,648,463377
04/05/2020,England,E08000026,Coventry,722,371521
04/05/2020,England,E08000035,Leeds,1541,793139
04/05/2020,England,E06000016,Leicester,719,354224
04/05/2020,England,E08000012,Liverpool,1498,498042
04/05/2020,England,E06000032,Luton,660,213052
04/05/2020,England,E08000003,Manchester,1247,552858
04/05/2020,England,E06000038,Reading,526,161780
04/05/2020,England,E08000019,Sheffield,2309,584853
04/05/2020,England,E06000033,Southend-on-Sea,332,183125
04/05/2020,Northern Ireland,N09000003,Belfast,1182,340220
04/05/2020,Scotland,S08000031,Glasgow,3029,633120
04/05/2020,Scotland,S08000024,Edinburgh,2113,524930
04/05/2020,Wales,W11000029,Cardiff,2350,366903
04/05/2020,Wales,W11000031,Swansea,1658,246993
04/05/2020,England,E06000026,Plymouth,308,262100
04/05/2020,Wales,W11000028,Newport,2233,154676
04/05/2020,London,,London,25535,8961989
05/05/2020,England,E08000025,Birmingham,2863,1141816
05/05/2020,England,E06000023,Bristol,654,463377
05/05/2020,England,E08000026,Coventry,736,371521
05/05/2020,England,E08000035,Leeds,1569,793139
05/05/2020,England,E06000016,Leicester,724,354224
05/05/2020,England,E08000012,Liverpool,1499,498042
05/05/2020,England,E06000032,Luton,664,213052
05/05/2020,England,E08000003,Manchester,1273,552858
05/05/2020,England,E06000038,Reading,530,161780
05/05/2020,England,E08000019,Sheffield,2330,584853
05/05/2020,England,E06000033,Southend-on-Sea,335,183125
05/05/2020,Northern Ireland,N09000003,Belfast,1190,340220
05/05/2020,Scotland,S08000031,Glasgow,3070,633120
05/05/2020,Scotland,S08000024,Edinburgh,2149,524930
05/05/2020,Wales,W11000029,Cardiff,2363,366903
05/05/2020,Wales,W11000031,Swansea,1670,246993
05/05/2020,England,E06000026,Plymouth,317,262100
05/05/2020,Wales,W11000028,Newport,2257,154676
05/05/2020,London,,London,25669,8961989
06/05/2020,England,E08000025,Birmingham,2886,1141816
06/05/2020,England,E06000023,Bristol,661,463377
06/05/2020,England,E08000026,Coventry,741,371521
06/05/2020,England,E08000035,Leeds,1592,793139
06/05/2020,England,E06000016,Leicester,741,354224
06/05/2020,England,E08000012,Liverpool,1502,498042
06/05/2020,England,E06000032,Luton,665,213052
06/05/2020,England,E08000003,Manchester,1297,552858
06/05/2020,England,E06000038,Reading,537,161780
06/05/2020,England,E08000019,Sheffield,2346,584853
06/05/2020,England,E06000033,Southend-on-Sea,337,183125
06/05/2020,Northern Ireland,N09000003,Belfast,1203,340220
06/05/2020,Scotland,S08000031,Glasgow,3203,633120
06/05/2020,Scotland,S08000024,Edinburgh,2200,524930
06/05/2020,Wales,W11000029,Cardiff,2377,366903
06/05/2020,Wales,W11000031,Swansea,1680,246993
06/05/2020,England,E06000026,Plymouth,328,262100
06/05/2020,Wales,W11000028,Newport,2285,154676
06/05/2020,London,,London,25812,8961989
07/05/2020,England,E08000025,Birmingham,2909,1141816
07/05/2020,England,E06000023,Bristol,665,463377
07/05/2020,England,E08000026,Coventry,746,371521
07/05/2020,England,E08000035,Leeds,1629,793139
07/05/2020,England,E06000016,Leicester,749,354224
07/05/2020,England,E08000012,Liverpool,1504,498042
07/05/2020,England,E06000032,Luton,666,213052
07/05/2020,England,E08000003,Manchester,1314,552858
07/05/2020,England,E06000038,Reading,539,161780
07/05/2020,England,E08000019,Sheffield,2359,584853
07/05/2020,England,E06000033,Southend-on-Sea,344,183125
07/05/2020,Northern Ireland,N09000003,Belfast,1217,340220
07/05/2020,Scotland,S08000031,Glasgow,3277,633120
07/05/2020,Scotland,S08000024,Edinburgh,2241,524930
07/05/2020,Wales,W11000029,Cardiff,2399,366903
07/05/2020,Wales,W11000031,Swansea,1691,246993
07/05/2020,England,E06000026,Plymouth,334,262100
07/05/2020,Wales,W11000028,Newport,2319,154676
07/05/2020,London,,London,25955,8961989
08/05/2020,England,E08000025,Birmingham,2937,1141816
08/05/2020,England,E06000023,Bristol,671,463377
08/05/2020,England,E08000026,Coventry,759,371521
08/05/2020,England,E08000035,Leeds,1642,793139
08/05/2020,England,E06000016,Leicester,755,354224
08/05/2020,England,E08000003,Manchester,1325,552858
08/05/2020,England,E06000038,Reading,541,161780
08/05/2020,England,E08000019,Sheffield,2384,584853
08/05/2020,England,E06000033,Southend-on-Sea,346,183125
08/05/2020,Northern Ireland,N09000003,Belfast,1224,340220
08/05/2020,Scotland,S08000031,Glasgow,3333,633120
08/05/2020,Scotland,S08000024,Edinburgh,2274,524930
08/05/2020,Wales,W11000029,Cardiff,2410,366903
08/05/2020,Wales,W11000031,Swansea,1702,246993
08/05/2020,Wales,W11000028,Newport,2330,154676
08/05/2020,London,,London,26049,8961989
09/05/2020,England,E08000025,Birmingham,2969,1141816
09/05/2020,England,E06000023,Bristol,672,463377
09/05/2020,England,E08000026,Coventry,763,371521
09/05/2020,England,E08000035,Leeds,1657,793139
09/05/2020,England,E06000016,Leicester,765,354224
09/05/2020,England,E08000012,Liverpool,1507,498042
09/05/2020,England,E06000032,Luton,667,213052
09/05/2020,England,E08000003,Manchester,1336,552858
09/05/2020,England,E06000038,Reading,543,161780
09/05/2020,England,E08000019,Sheffield,2406,584853
09/05/2020,England,E06000033,Southend-on-Sea,348,183125
09/05/2020,Northern Ireland,N09000003,Belfast,1237,340220
09/05/2020,Scotland,S08000031,Glasgow,3367,633120
09/05/2020,Scotland,S08000024,Edinburgh,2324,524930
09/05/2020,Wales,W11000029,Cardiff,2421,366903
09/05/2020,Wales,W11000031,Swansea,1714,246993
09/05/2020,Wales,W11000028,Newport,2340,154676
09/05/2020,London,,London,26109,8961989
10/05/2020,England,E08000025,Birmingham,2987,1141816
10/05/2020,England,E06000023,Bristol,673,463377
10/05/2020,England,E08000026,Coventry,768,371521
10/05/2020,England,E08000035,Leeds,1668,793139
10/05/2020,England,E06000016,Leicester,775,354224
10/05/2020,England,E08000012,Liverpool,1510,498042
10/05/2020,England,E08000003,Manchester,1351,552858
10/05/2020,England,E06000038,Reading,546,161780
10/05/2020,England,E08000019,Sheffield,2419,584853
10/05/2020,England,E06000033,Southend-on-Sea,349,183125
10/05/2020,Northern Ireland,N09000003,Belfast,1243,340220
10/05/2020,Scotland,S08000031,Glasgow,3449,633120
10/05/2020,Scotland,S08000024,Edinburgh,2359,524930
10/05/2020,Wales,W11000029,Cardiff,2435,366903
10/05/2020,Wales,W11000031,Swansea,1735,246993
10/05/2020,England,E06000026,Plymouth,337,262100
10/05/2020,Wales,W11000028,Newport,2345,154676
10/05/2020,London,,London,26145,8961989
11/05/2020,England,E08000025,Birmingham,3010,1141816
11/05/2020,England,E06000023,Bristol,681,463377
11/05/2020,England,E08000026,Coventry,769,371521
11/05/2020,England,E08000035,Leeds,1677,793139
11/05/2020,England,E06000016,Leicester,784,354224
11/05/2020,England,E08000012,Liverpool,1514,498042
11/05/2020,England,E08000003,Manchester,1367,552858
11/05/2020,England,E06000038,Reading,547,161780
11/05/2020,England,E08000019,Sheffield,2437,584853
11/05/2020,England,E06000033,Southend-on-Sea,351,183125
11/05/2020,Northern Ireland,N09000003,Belfast,1248,340220
11/05/2020,Scotland,S08000031,Glasgow,3479,633120
11/05/2020,Scotland,S08000024,Edinburgh,2380,524930
11/05/2020,Wales,W11000029,Cardiff,2452,366903
11/05/2020,Wales,W11000031,Swansea,1747,246993
11/05/2020,England,E06000026,Plymouth,339,262100
11/05/2020,Wales,W11000028,Newport,2355,154676
11/05/2020,London,,London,26213,8961989
12/05/2020,England,E08000025,Birmingham,3033,1141816
12/05/2020,England,E06000023,Bristol,682,463377
12/05/2020,England,E08000026,Coventry,775,371521
12/05/2020,England,E08000035,Leeds,1693,793139
12/05/2020,England,E06000016,Leicester,789,354224
12/05/2020,England,E08000012,Liverpool,1521,498042
12/05/2020,England,E06000032,Luton,669,213052
12/05/2020,England,E08000003,Manchester,1383,552858
12/05/2020,England,E06000038,Reading,551,161780
12/05/2020,England,E08000019,Sheffield,2447,584853
12/05/2020,England,E06000033,Southend-on-Sea,353,183125
12/05/2020,Northern Ireland,N09000003,Belfast,1252,340220
12/05/2020,Scotland,S08000031,Glasgow,3510,633120
12/05/2020,Scotland,S08000024,Edinburgh,2397,524930
12/05/2020,Wales,W11000029,Cardiff,2467,366903
12/05/2020,Wales,W11000031,Swansea,1753,246993
12/05/2020,England,E06000026,Plymouth,341,262100
12/05/2020,Wales,W11000028,Newport,2362,154676
12/05/2020,London,,London,26288,8961989
13/05/2020,England,E08000025,Birmingham,3054,1141816
13/05/2020,England,E08000026,Coventry,778,371521
13/05/2020,England,E08000035,Leeds,1710,793139
13/05/2020,England,E06000016,Leicester,796,354224
13/05/2020,England,E08000012,Liverpool,1531,498042
13/05/2020,England,E06000032,Luton,671,213052
13/05/2020,England,E08000003,Manchester,1399,552858
13/05/2020,England,E06000038,Reading,556,161780
13/05/2020,England,E08000019,Sheffield,2459,584853
13/05/2020,England,E06000033,Southend-on-Sea,355,183125
13/05/2020,Northern Ireland,N09000003,Belfast,1258,340220
13/05/2020,Scotland,S08000031,Glasgow,3579,633120
13/05/2020,Scotland,S08000024,Edinburgh,2428,524930
13/05/2020,Wales,W11000029,Cardiff,2479,366903
13/05/2020,Wales,W11000031,Swansea,1763,246993
13/05/2020,England,E06000026,Plymouth,342,262100
13/05/2020,Wales,W11000028,Newport,2376,154676
13/05/2020,London,,London,26373,8961989
14/05/2020,England,E08000025,Birmingham,3069,1141816
14/05/2020,England,E06000023,Bristol,687,463377
14/05/2020,England,E08000026,Coventry,780,371521
14/05/2020,England,E08000035,Leeds,1723,793139
14/05/2020,England,E06000016,Leicester,800,354224
14/05/2020,England,E08000012,Liverpool,1542,498042
14/05/2020,England,E06000032,Luton,672,213052
14/05/2020,England,E08000003,Manchester,1404,552858
14/05/2020,England,E06000038,Reading,561,161780
14/05/2020,England,E08000019,Sheffield,2472,584853
14/05/2020,England,E06000033,Southend-on-Sea,359,183125
14/05/2020,Northern Ireland,N09000003,Belfast,1264,340220
14/05/2020,Scotland,S08000031,Glasgow,3628,633120
14/05/2020,Scotland,S08000024,Edinburgh,2459,524930
14/05/2020,Wales,W11000029,Cardiff,2490,366903
14/05/2020,Wales,W11000031,Swansea,1769,246993
14/05/2020,England,E06000026,Plymouth,343,262100
14/05/2020,Wales,W11000028,Newport,2383,154676
14/05/2020,London,,London,26459,8961989
15/05/2020,England,E08000025,Birmingham,3086,1141816
15/05/2020,England,E08000026,Coventry,782,371521
15/05/2020,England,E08000035,Leeds,1735,793139
15/05/2020,England,E06000016,Leicester,814,354224
15/05/2020,England,E08000012,Liverpool,1554,498042
15/05/2020,England,E06000032,Luton,673,213052
15/05/2020,England,E08000003,Manchester,1416,552858
15/05/2020,England,E06000038,Reading,564,161780
15/05/2020,England,E08000019,Sheffield,2477,584853
15/05/2020,England,E06000033,Southend-on-Sea,362,183125
15/05/2020,Northern Ireland,N09000003,Belfast,1267,340220
15/05/2020,Scotland,S08000031,Glasgow,3663,633120
15/05/2020,Scotland,S08000024,Edinburgh,2497,524930
15/05/2020,Wales,W11000029,Cardiff,2510,366903
15/05/2020,Wales,W11000031,Swansea,1778,246993
15/05/2020,England,E06000026,Plymouth,345,262100
15/05/2020,Wales,W11000028,Newport,2395,154676
15/05/2020,London,,London,26519,8961989
16/05/2020,England,E08000025,Birmingham,3098,1141816
16/05/2020,England,E08000026,Coventry,783,371521
16/05/2020,England,E08000035,Leeds,1741,793139
16/05/2020,England,E06000016,Leicester,827,354224
16/05/2020,England,E08000012,Liverpool,1557,498042
16/05/2020,England,E06000032,Luton,677,213052
16/05/2020,England,E08000003,Manchester,1441,552858
16/05/2020,England,E06000038,Reading,566,161780
16/05/2020,England,E08000019,Sheffield,2489,584853
16/05/2020,Northern Ireland,N09000003,Belfast,1276,340220
16/05/2020,Scotland,S08000031,Glasgow,3707,633120
16/05/2020,Scotland,S08000024,Edinburgh,2539,524930
16/05/2020,Wales,W11000029,Cardiff,2524,366903
16/05/2020,Wales,W11000031,Swansea,1805,246993
16/05/2020,England,E06000026,Plymouth,346,262100
16/05/2020,Wales,W11000028,Newport,2409,154676
16/05/2020,London,,London,26542,8961989
17/05/2020,England,E08000025,Birmingham,3103,1141816
17/05/2020,England,E08000026,Coventry,784,371521
17/05/2020,England,E08000035,Leeds,1754,793139
17/05/2020,England,E06000016,Leicester,831,354224
17/05/2020,England,E08000012,Liverpool,1562,498042
17/05/2020,England,E06000032,Luton,686,213052
17/05/2020,England,E08000003,Manchester,1459,552858
17/05/2020,England,E06000038,Reading,567,161780
17/05/2020,England,E08000019,Sheffield,2493,584853
17/05/2020,England,E06000033,Southend-on-Sea,363,183125
17/05/2020,Northern Ireland,N09000003,Belfast,1276,340220
17/05/2020,Scotland,S08000031,Glasgow,3731,633120
17/05/2020,Scotland,S08000024,Edinburgh,2561,524930
17/05/2020,Wales,W11000029,Cardiff,2534,366903
17/05/2020,Wales,W11000031,Swansea,1810,246993
17/05/2020,England,E06000026,Plymouth,348,262100
17/05/2020,Wales,W11000028,Newport,2428,154676
17/05/2020,London,,London,26575,8961989
18/05/2020,England,E08000025,Birmingham,3116,1141816
18/05/2020,England,E06000023,Bristol,689,463377
18/05/2020,England,E08000026,Coventry,786,371521
18/05/2020,England,E08000035,Leeds,1758,793139
18/05/2020,England,E06000016,Leicester,836,354224
18/05/2020,England,E08000012,Liverpool,1567,498042
18/05/2020,England,E06000032,Luton,700,213052
18/05/2020,England,E08000003,Manchester,1477,552858
18/05/2020,England,E06000038,Reading,569,161780
18/05/2020,England,E08000019,Sheffield,2499,584853
18/05/2020,England,E06000033,Southend-on-Sea,369,183125
18/05/2020,Northern Ireland,N09000003,Belfast,1283,340220
18/05/2020,Scotland,S08000031,Glasgow,3742,633120
18/05/2020,Scotland,S08000024,Edinburgh,2568,524930
18/05/2020,Wales,W11000029,Cardiff,2548,366903
18/05/2020,Wales,W11000031,Swansea,1826,246993
18/05/2020,England,E06000026,Plymouth,351,262100
18/05/2020,Wales,W11000028,Newport,2457,154676
18/05/2020,London,,London,26629,8961989
19/05/2020,England,E08000025,Birmingham,3129,1141816
19/05/2020,England,E06000023,Bristol,690,463377
19/05/2020,England,E08000026,Coventry,792,371521
19/05/2020,England,E08000035,Leeds,1764,793139
19/05/2020,England,E06000016,Leicester,840,354224
19/05/2020,England,E08000012,Liverpool,1575,498042
19/05/2020,England,E06000032,Luton,717,213052
19/05/2020,England,E08000003,Manchester,1499,552858
19/05/2020,England,E06000038,Reading,574,161780
19/05/2020,England,E08000019,Sheffield,2507,584853
19/05/2020,Northern Ireland,N09000003,Belfast,1286,340220
19/05/2020,Scotland,S08000031,Glasgow,3759,633120
19/05/2020,Scotland,S08000024,Edinburgh,2575,524930
19/05/2020,Wales,W11000029,Cardiff,2573,366903
19/05/2020,Wales,W11000031,Swansea,1840,246993
19/05/2020,England,E06000026,Plymouth,353,262100
19/05/2020,Wales,W11000028,Newport,2473,154676
19/05/2020,London,,London,26677,8961989
20/05/2020,England,E08000025,Birmingham,3141,1141816
20/05/2020,England,E06000023,Bristol,693,463377
20/05/2020,England,E08000026,Coventry,794,371521
20/05/2020,England,E08000035,Leeds,1771,793139
20/05/2020,England,E06000016,Leicester,850,354224
20/05/2020,England,E08000012,Liverpool,1581,498042
20/05/2020,England,E06000032,Luton,724,213052
20/05/2020,England,E08000003,Manchester,1516,552858
20/05/2020,England,E06000038,Reading,576,161780
20/05/2020,England,E08000019,Sheffield,2514,584853
20/05/2020,England,E06000033,Southend-on-Sea,373,183125
20/05/2020,Northern Ireland,N09000003,Belfast,1290,340220
20/05/2020,Scotland,S08000031,Glasgow,3780,633120
20/05/2020,Scotland,S08000024,Edinburgh,2584,524930
20/05/2020,Wales,W11000029,Cardiff,2590,366903
20/05/2020,Wales,W11000031,Swansea,1841,246993
20/05/2020,England,E06000026,Plymouth,354,262100
20/05/2020,Wales,W11000028,Newport,2485,154676
20/05/2020,London,,London,26735,8961989
21/05/2020,England,E08000025,Birmingham,3148,1141816
21/05/2020,England,E08000026,Coventry,800,371521
21/05/2020,England,E08000035,Leeds,1795,793139
21/05/2020,England,E06000016,Leicester,856,354224
21/05/2020,England,E08000012,Liverpool,1588,498042
21/05/2020,England,E06000032,Luton,734,213052
21/05/2020,England,E08000003,Manchester,1523,552858
21/05/2020,England,E06000038,Reading,578,161780
21/05/2020,England,E08000019,Sheffield,2519,584853
21/05/2020,Northern Ireland,N09000003,Belfast,1294,340220
21/05/2020,Scotland,S08000031,Glasgow,3806,633120
21/05/2020,Scotland,S08000024,Edinburgh,2611,524930
21/05/2020,Wales,W11000029,Cardiff,2604,366903
21/05/2020,Wales,W11000031,Swansea,1844,246993
21/05/2020,Wales,W11000028,Newport,2495,154676
21/05/2020,London,,London,26784,8961989
22/05/2020,England,E08000025,Birmingham,3164,1141816
22/05/2020,England,E06000023,Bristol,694,463377
22/05/2020,England,E08000026,Coventry,803,371521
22/05/2020,England,E08000035,Leeds,1806,793139
22/05/2020,England,E06000016,Leicester,862,354224
22/05/2020,England,E08000012,Liverpool,1591,498042
22/05/2020,England,E06000032,Luton,740,213052
22/05/2020,England,E08000003,Manchester,1531,552858
22/05/2020,England,E06000038,Reading,580,161780
22/05/2020,England,E08000019,Sheffield,2522,584853
22/05/2020,England,E06000033,Southend-on-Sea,375,183125
22/05/2020,Northern Ireland,N09000003,Belfast,1299,340220
22/05/2020,Scotland,S08000031,Glasgow,3841,633120
22/05/2020,Scotland,S08000024,Edinburgh,2634,524930
22/05/2020,Wales,W11000029,Cardiff,2621,366903
22/05/2020,Wales,W11000031,Swansea,1847,246993
22/05/2020,England,E06000026,Plymouth,355,262100
22/05/2020,Wales,W11000028,Newport,2504,154676
22/05/2020,London,,London,26824,8961989
23/05/2020,England,E08000025,Birmingham,3174,1141816
23/05/2020,England,E06000023,Bristol,695,463377
23/05/2020,England,E08000026,Coventry,806,371521
23/05/2020,England,E08000035,Leeds,1810,793139
23/05/2020,England,E06000016,Leicester,867,354224
23/05/2020,England,E08000012,Liverpool,1594,498042
23/05/2020,England,E06000032,Luton,745,213052
23/05/2020,England,E08000003,Manchester,1536,552858
23/05/2020,England,E06000038,Reading,581,161780
23/05/2020,England,E08000019,Sheffield,2525,584853
23/05/2020,England,E06000033,Southend-on-Sea,376,183125
23/05/2020,Northern Ireland,N09000003,Belfast,1301,340220
23/05/2020,Scotland,S08000031,Glasgow,3865,633120
23/05/2020,Scotland,S08000024,Edinburgh,2649,524930
23/05/2020,Wales,W11000029,Cardiff,2643,366903
23/05/2020,Wales,W11000031,Swansea,1857,246993
23/05/2020,Wales,W11000028,Newport,2516,154676
23/05/2020,London,,London,26834,8961989
24/05/2020,England,E08000025,Birmingham,3187,1141816
24/05/2020,England,E06000023,Bristol,697,463377
24/05/2020,England,E08000035,Leeds,1814,793139
24/05/2020,England,E06000016,Leicester,869,354224
24/05/2020,England,E08000012,Liverpool,1604,498042
24/05/2020,England,E06000032,Luton,747,213052
24/05/2020,England,E08000003,Manchester,1543,552858
24/05/2020,England,E06000038,Reading,582,161780
24/05/2020,England,E08000019,Sheffield,2529,584853
24/05/2020,England,E06000033,Southend-on-Sea,378,183125
24/05/2020,Northern Ireland,N09000003,Belfast,1302,340220
24/05/2020,Scotland,S08000031,Glasgow,3876,633120
24/05/2020,Scotland,S08000024,Edinburgh,2665,524930
24/05/2020,Wales,W11000029,Cardiff,2656,366903
24/05/2020,Wales,W11000031,Swansea,1861,246993
24/05/2020,England,E06000026,Plymouth,356,262100
24/05/2020,Wales,W11000028,Newport,2520,154676
24/05/2020,London,,London,26852,8961989
25/05/2020,England,E08000025,Birmingham,3193,1141816
25/05/2020,England,E06000023,Bristol,699,463377
25/05/2020,England,E08000026,Coventry,807,371521
25/05/2020,England,E08000035,Leeds,1820,793139
25/05/2020,England,E06000016,Leicester,871,354224
25/05/2020,England,E08000012,Liverpool,1609,498042
25/05/2020,England,E06000032,Luton,751,213052
25/05/2020,England,E08000003,Manchester,1556,552858
25/05/2020,England,E06000038,Reading,584,161780
25/05/2020,England,E08000019,Sheffield,2531,584853
25/05/2020,England,E06000033,Southend-on-Sea,402,183125
25/05/2020,Northern Ireland,N09000003,Belfast,1308,340220
25/05/2020,Scotland,S08000031,Glasgow,3892,633120
25/05/2020,Scotland,S08000024,Edinburgh,2669,524930
25/05/2020,Wales,W11000029,Cardiff,2674,366903
25/05/2020,Wales,W11000031,Swansea,1864,246993
25/05/2020,England,E06000026,Plymouth,357,262100
25/05/2020,Wales,W11000028,Newport,2528,154676
25/05/2020,London,,London,26872,8961989
26/05/2020,England,E08000025,Birmingham,3205,1141816
26/05/2020,England,E06000023,Bristol,702,463377
26/05/2020,England,E08000035,Leeds,1822,793139
26/05/2020,England,E06000016,Leicester,878,354224
26/05/2020,England,E08000012,Liverpool,1614,498042
26/05/2020,England,E06000032,Luton,756,213052
26/05/2020,England,E08000003,Manchester,1567,552858
26/05/2020,England,E06000038,Reading,585,161780
26/05/2020,England,E08000019,Sheffield,2535,584853
26/05/2020,England,E06000033,Southend-on-Sea,403,183125
26/05/2020,Northern Ireland,N09000003,Belfast,1312,340220
26/05/2020,Scotland,S08000031,Glasgow,3898,633120
26/05/2020,Scotland,S08000024,Edinburgh,2675,524930
26/05/2020,Wales,W11000029,Cardiff,2683,366903
26/05/2020,Wales,W11000031,Swansea,1867,246993
26/05/2020,England,E06000026,Plymouth,358,262100
26/05/2020,Wales,W11000028,Newport,2532,154676
26/05/2020,London,,London,26900,8961989
27/05/2020,England,E08000025,Birmingham,3219,1141816
27/05/2020,England,E06000023,Bristol,703,463377
27/05/2020,England,E08000035,Leeds,1827,793139
27/05/2020,England,E06000016,Leicester,883,354224
27/05/2020,England,E08000012,Liverpool,1619,498042
27/05/2020,England,E08000003,Manchester,1569,552858
27/05/2020,England,E08000019,Sheffield,2539,584853
27/05/2020,England,E06000033,Southend-on-Sea,404,183125
27/05/2020,Northern Ireland,N09000003,Belfast,1313,340220
27/05/2020,Scotland,S08000031,Glasgow,3916,633120
27/05/2020,Scotland,S08000024,Edinburgh,2685,524930
27/05/2020,Wales,W11000029,Cardiff,2700,366903
27/05/2020,Wales,W11000031,Swansea,1867,246993
27/05/2020,Wales,W11000028,Newport,2542,154676
27/05/2020,London,,London,26933,8961989
28/05/2020,England,E08000025,Birmingham,3229,1141816
28/05/2020,England,E06000023,Bristol,704,463377
28/05/2020,England,E08000035,Leeds,1831,793139
28/05/2020,England,E06000016,Leicester,890,354224
28/05/2020,England,E08000012,Liverpool,1624,498042
28/05/2020,England,E08000003,Manchester,1577,552858
28/05/2020,England,E06000038,Reading,586,161780
28/05/2020,Northern Ireland,N09000003,Belfast,1311,340220
28/05/2020,Scotland,S08000031,Glasgow,3934,633120
28/05/2020,Scotland,S08000024,Edinburgh,2691,524930
28/05/2020,Wales,W11000029,Cardiff,2719,366903
28/05/2020,Wales,W11000031,Swansea,1867,246993
28/05/2020,Wales,W11000028,Newport,2548,154676
28/05/2020,London,,London,26959,8961989
29/05/2020,England,E08000025,Birmingham,3231,1141816
29/05/2020,England,E08000035,Leeds,1832,793139
29/05/2020,England,E06000016,Leicester,896,354224
29/05/2020,England,E08000012,Liverpool,1627,498042
29/05/2020,England,E08000003,Manchester,1578,552858
29/05/2020,England,E08000019,Sheffield,2540,584853
29/05/2020,Northern Ireland,N09000003,Belfast,1299,340220
29/05/2020,Scotland,S08000031,Glasgow,3939,633120
29/05/2020,Scotland,S08000024,Edinburgh,2698,524930
29/05/2020,Wales,W11000029,Cardiff,2719,366903
29/05/2020,Wales,W11000031,Swansea,1868,246993
29/05/2020,Wales,W11000028,Newport,2552,154676
29/05/2020,London,,London,26980,8961989
30/05/2020,England,E08000025,Birmingham,3231,1141816
30/05/2020,England,E06000023,Bristol,704,463377
30/05/2020,England,E08000026,Coventry,807,371521
30/05/2020,England,E08000035,Leeds,1832,793139
30/05/2020,England,E06000016,Leicester,896,354224
30/05/2020,England,E08000012,Liverpool,1627,498042
30/05/2020,England,E06000032,Luton,756,213052
30/05/2020,England,E08000003,Manchester,1578,552858
30/05/2020,England,E06000038,Reading,586,161780
30/05/2020,England,E08000019,Sheffield,2540,584853
30/05/2020,England,E06000033,Southend-on-Sea,404,183125
30/05/2020,Northern Ireland,N09000003,Belfast,1301,340220
30/05/2020,Scotland,S08000031,Glasgow,3943,633120
30/05/2020,Scotland,S08000024,Edinburgh,2706,524930
30/05/2020,Wales,W11000029,Cardiff,2719,366903
30/05/2020,Wales,W11000031,Swansea,1868,246993
30/05/2020,England,E06000026,Plymouth,358,262100
30/05/2020,Wales,W11000028,Newport,2552,154676
30/05/2020,London,,London,26989,8961989
31/05/2020,Northern Ireland,N09000003,Belfast,1303,340220
31/05/2020,Scotland,S08000031,Glasgow,3946,633120
31/05/2020,Scotland,S08000024,Edinburgh,2709,524930
31/05/2020,London,,London,26989,8961989
