Date,City,co,dew,humidity,no2,o3,pm10,pm25,pressure,so2,temperature,merged_wind_gust,merged_wind_speed,Dplus7,Dplus7City,TotalCases,Population,daily_growth_rt_percent
22/03/2020,Reading,,,59.1,7.8,19.3,18,30,1024.4,,6.1,6.5,3.8,29/03/2020,43919Reading,67,161780,119.6428571
23/03/2020,Reading,,,50.6,10.5,19.9,18,42,1024.6,,6.6,4,2.2,30/03/2020,43920Reading,77,161780,114.9253731
24/03/2020,Reading,,,50.6,11.8,22.6,22,55,1023.8,,6.8,2.4,1.6,31/03/2020,43921Reading,82,161780,106.4935065
25/03/2020,Reading,,,44.5,15.9,19.7,27,63,1023,,7,3,2,01/04/2020,43922Reading,96,161780,117.0731707
26/03/2020,Reading,,,40.6,12.2,27.5,30,70,1022.1,,7.5,4.4,2.8,02/04/2020,43923Reading,106,161780,110.4166667
27/03/2020,Reading,,,55.8,9.8,33.6,37,74,1022.8,,7.2,7,4.2,03/04/2020,43924Reading,115,161780,108.490566
28/03/2020,Reading,,,58.8,5.9,30.7,27,25,1028.3,,6.6,11.1,7,04/04/2020,43925Reading,129,161780,112.173913
29/03/2020,Reading,,,50,4.5,29.1,15,13,1037.3,,5.1,12,7.6,05/04/2020,43926Reading,137,161780,106.2015504
30/03/2020,Reading,,,63.3,7.7,26,10,9,1034.9,,3.8,5.2,2.8,06/04/2020,43927Reading,142,161780,103.649635
31/03/2020,Reading,,,58.8,7.5,26.6,14,13,1030.5,,7.3,5,3,07/04/2020,43928Reading,155,161780,109.1549296
01/04/2020,Reading,,,56.2,6.8,25.1,13,21,1023,,7.3,2.8,2.5,08/04/2020,43929Reading,168,161780,108.3870968
02/04/2020,Reading,,,62.4,5.5,25.8,10,13,1014.6,,9.3,5.8,3.6,09/04/2020,43930Reading,183,161780,108.9285714
03/04/2020,Reading,,,61.5,5.5,18.6,15,17,1016.8,,8.8,4.8,3.1,10/04/2020,43931Reading,197,161780,107.6502732
04/04/2020,Reading,,,55.2,4.8,27.3,15,38,1018.6,,10.2,3.1,1.6,11/04/2020,43932Reading,206,161780,104.5685279
05/04/2020,Reading,,,49,4.3,35.6,15,25,1011.5,,14.3,4,2.3,12/04/2020,43933Reading,231,161780,112.1359223
06/04/2020,Reading,,,60.8,3.7,27.7,13,17,1016,,13.8,6.5,4.1,13/04/2020,43934Reading,258,161780,111.6883117
07/04/2020,Reading,,,62.2,8.9,17,17,25,1027.1,,12.1,4.1,2.1,14/04/2020,43935Reading,294,161780,113.9534884
08/04/2020,Reading,,,59,12.4,22.3,38,68,1023.8,,15.4,2.3,1.5,15/04/2020,43936Reading,318,161780,108.1632653
09/04/2020,Reading,,,55.7,12.5,32.5,52,97,1023.3,,14.3,4.8,2.6,16/04/2020,43937Reading,346,161780,108.8050314
10/04/2020,Reading,,,60.7,11.9,27.2,39,74,1024.3,,12.5,4.5,2.3,17/04/2020,43938Reading,365,161780,105.4913295
11/04/2020,Reading,,,58,10,26.2,41,89,1021.7,,16.8,3.5,1.6,18/04/2020,43939Reading,370,161780,101.369863
12/04/2020,Reading,,,55.8,6.6,29.6,35,68,1013.5,,16.7,3.6,2,19/04/2020,43940Reading,376,161780,101.6216216
13/04/2020,Reading,,,56.8,4.8,28.3,18,21,1025.5,,9.7,11.6,6.6,20/04/2020,43941Reading,393,161780,104.5212766
14/04/2020,Reading,,,50,7.1,29.5,17,21,1027.6,,8.2,4,2.2,21/04/2020,43942Reading,414,161780,105.3435115
15/04/2020,Reading,,,52.5,8.7,26.6,25,46,1021.3,,10.6,3.2,1.8,22/04/2020,43943Reading,428,161780,103.3816425
16/04/2020,Reading,,,54,13.6,22.1,46,102,1014.5,,14,3.6,2,23/04/2020,43944Reading,437,161780,102.1028037
17/04/2020,Reading,,,72.6,8,23.1,22,42,1015.2,,11.1,6.3,3.3,24/04/2020,43945Reading,448,161780,102.5171625
18/04/2020,Reading,,,81.2,6.1,20.6,13,55,1016.7,,9.5,4.2,2.5,25/04/2020,43946Reading,457,161780,102.0089286
19/04/2020,Reading,,,58,6.1,30,,50,1019.2,,11,6.2,3.2,26/04/2020,43947Reading,460,161780,100.6564551
20/04/2020,Reading,,,51.8,6.9,29.8,,,1015.9,,11.9,8,4.6,27/04/2020,43948Reading,473,161780,102.826087
21/04/2020,Reading,,,49,8.3,30.2,,,1015.2,,12.9,7.6,4.5,28/04/2020,43949Reading,486,161780,102.7484144
22/04/2020,Reading,,,47,8.4,34.2,,,1018.1,,14.3,6,3.5,29/04/2020,43950Reading,499,161780,102.6748971
23/04/2020,Reading,,,58.8,7.8,32.6,,,1018.9,,15,4,2,30/04/2020,43951Reading,504,161780,101.002004
24/04/2020,Reading,,,51.1,7.5,36.2,25,46,1015.1,,15.3,3.5,1.8,01/05/2020,43952Reading,509,161780,100.9920635
25/04/2020,Reading,,,61,8.4,27.7,22,38,1014.3,,12.4,3,1.2,02/05/2020,43953Reading,512,161780,100.589391
26/04/2020,Reading,,,55.2,4.4,29.7,16,38,1011.6,,13.8,4.3,2.4,03/05/2020,43954Reading,520,161780,101.5625
27/04/2020,Reading,,,65,6.9,27,26,53,1006.6,,13.3,3,1.8,04/05/2020,43955Reading,526,161780,101.1538462
28/04/2020,Reading,,,92,8.4,21.2,10,13,1002.9,,8.7,3.5,1.5,05/05/2020,43956Reading,530,161780,100.7604563
29/04/2020,Reading,,,80.2,3.4,24.1,10,9,999.1,,10.6,5.5,3.3,06/05/2020,43957Reading,537,161780,101.3207547
30/04/2020,Reading,,,81,3.5,24.4,10,13,993.4,,9.5,8.2,4.6,07/05/2020,43958Reading,539,161780,100.3724395
01/05/2020,Reading,,,75,3.7,26.6,10,9,996.7,,9.8,7.2,4.5,08/05/2020,43959Reading,541,161780,100.3710575
02/05/2020,Reading,,,62,3,30.2,9,9,1009.7,,11,5.3,3.7,09/05/2020,43960Reading,543,161780,100.3696858
03/05/2020,Reading,,,71.4,5,24,13,17,1014.4,,12.7,1.4,1,10/05/2020,43961Reading,546,161780,100.5524862
04/05/2020,Reading,,,56.3,7.4,31.5,17,25,1018.1,,12.8,4.8,2.4,11/05/2020,43962Reading,547,161780,100.1831502
05/05/2020,Reading,,,52.8,7,29.8,16,17,1019.2,,10.9,5.8,2.6,12/05/2020,43963Reading,551,161780,100.7312614
06/05/2020,Reading,,,53.2,8.7,29.8,20,25,1023.8,,12.6,3.8,1.6,13/05/2020,43964Reading,556,161780,100.907441
07/05/2020,Reading,,,51.4,6.5,36.3,22,53,1021.5,,15.8,3.2,2,14/05/2020,43965Reading,561,161780,100.8992806
08/05/2020,Reading,,,52,7.7,38.6,21,50,1017.2,,17.8,2.3,1.6,15/05/2020,43966Reading,564,161780,100.5347594
09/05/2020,Reading,,,47.8,6.7,39.5,28,63,1012.2,,18,3.8,1.8,16/05/2020,43967Reading,566,161780,100.3546099
10/05/2020,Reading,,,61.6,6.3,26.5,21,34,1008.4,,12.6,6.6,2.5,17/05/2020,43968Reading,567,161780,100.1766784
11/05/2020,Reading,,,47.6,4.5,24.2,15,9,1017.9,,8.4,7,3.2,18/05/2020,43969Reading,569,161780,100.3527337
12/05/2020,Reading,,,52.4,5,27.9,10,9,1019.5,,11.1,3,1.8,19/05/2020,43970Reading,574,161780,100.8787346
13/05/2020,Reading,,,54.6,6.4,25.8,13,21,1016.1,,10.2,4.5,2.3,20/05/2020,43971Reading,576,161780,100.3484321
14/05/2020,Reading,,,46,6.3,24.9,11,9,1021.4,,10,4,2.4,21/05/2020,43972Reading,578,161780,100.3472222
15/05/2020,Reading,,,57,5.4,27.4,14,13,1023,,12.3,3.2,2,22/05/2020,43973Reading,580,161780,100.3460208
16/05/2020,Reading,,,56,4.4,30.6,10,13,1023.7,,13.3,2.8,2,23/05/2020,43974Reading,581,161780,100.1724138
17/05/2020,Reading,,,58.8,3.3,27.3,11,13,1023.2,,13.7,5,3.3,24/05/2020,43975Reading,582,161780,100.172117
18/05/2020,Reading,,,58.2,3.3,30.8,12,9,1023.2,,15.8,5.8,4,25/05/2020,43976Reading,584,161780,100.3436426
19/05/2020,Reading,,,58.8,2.9,25.8,8,9,1022.7,,18.2,4.3,2.3,26/05/2020,43977Reading,585,161780,100.1712329
21/05/2020,Reading,,,47.3,3.6,37.8,11,9,1018.9,,19.5,4.2,2.6,28/05/2020,43979Reading,586,161780,100.1709402
23/05/2020,Reading,,,57.2,2.1,27.5,21,17,1020.8,,13.6,13.8,8.5,30/05/2020,43981Reading,586,161780,100
22/02/2020,Sheffield,,,,4.4,29.8,7,19,,,,,,29/02/2020,43890Sheffield,1,584853,0
23/02/2020,Sheffield,,,,4.9,28.5,3,15,,,,,,01/03/2020,43891Sheffield,2,584853,200
25/02/2020,Sheffield,,,90.6,7.5,26.3,5,15,992.7,,1.9,4.6,0.6,03/03/2020,43893Sheffield,3,584853,150
26/02/2020,Sheffield,,,85.3,5.3,27.8,6,14,1001,,2.2,8.4,1.7,04/03/2020,43894Sheffield,4,584853,133.3333333
27/02/2020,Sheffield,,,80.5,6.6,25.6,9,20,1000,,3.2,4.5,1.6,05/03/2020,43895Sheffield,6,584853,150
29/02/2020,Sheffield,,,87.2,4.6,30.6,5,13,977,,4.9,12,3,07/03/2020,43897Sheffield,9,584853,150
01/03/2020,Sheffield,,,75.1,3.5,30.5,10,21,982.1,,4,10.3,2.5,08/03/2020,43898Sheffield,12,584853,133.3333333
03/03/2020,Sheffield,,,,9.7,26.1,14,35,,,,,,10/03/2020,43900Sheffield,18,584853,150
05/03/2020,Sheffield,,,88.4,15.9,7.7,20,61,998.2,,1.9,3.1,1.3,12/03/2020,43902Sheffield,20,584853,111.1111111
06/03/2020,Sheffield,,,77,15.4,14.2,16,41,1004.8,,3.8,3.1,0.5,13/03/2020,43903Sheffield,24,584853,120
07/03/2020,Sheffield,,,82.6,6.4,24.4,12,33,1009.3,,8.8,7,1.4,14/03/2020,43904Sheffield,30,584853,125
08/03/2020,Sheffield,,,89.1,3.9,29.9,6,16,999.4,,8,9.5,2.3,15/03/2020,43905Sheffield,36,584853,120
09/03/2020,Sheffield,,,89,5.6,25.3,9,23,1004.6,,5.8,9.3,1.8,16/03/2020,43906Sheffield,50,584853,138.8888889
10/03/2020,Sheffield,,,90.5,4.4,26.8,2,10,997,,10.6,13,3.2,17/03/2020,43907Sheffield,63,584853,126
11/03/2020,Sheffield,,,85,5.8,29,8,17,1003.7,,7.9,9,2.7,18/03/2020,43908Sheffield,81,584853,128.5714286
12/03/2020,Sheffield,,,74,3.7,28.7,9,20,1002.1,,4.3,13.1,3,19/03/2020,43909Sheffield,107,584853,132.0987654
13/03/2020,Sheffield,,,81,8.4,26.2,8,18,1016.1,,5.6,4,1.1,20/03/2020,43910Sheffield,132,584853,123.364486
14/03/2020,Sheffield,,,87.1,7.6,22.4,7,24,1009.2,,8.8,4.5,1,21/03/2020,43911Sheffield,169,584853,128.030303
15/03/2020,Sheffield,,,85.9,4.5,29.4,7,19,1002,,7.3,8,1.6,22/03/2020,43912Sheffield,212,584853,125.443787
16/03/2020,Sheffield,,,74,6.3,26.4,9,21,1019.4,,7,6.4,1.2,23/03/2020,43913Sheffield,273,584853,128.7735849
17/03/2020,Sheffield,,,84,5.1,24.6,7,15,1020.7,,8.3,5.5,1,24/03/2020,43914Sheffield,332,584853,121.6117216
18/03/2020,Sheffield,,,81.7,8.8,24,5,13,1018.3,,6.6,2,0.6,25/03/2020,43915Sheffield,380,584853,114.4578313
19/03/2020,Sheffield,,,72.5,16.3,18.2,14,35,1022.4,,5.5,1.5,0.5,26/03/2020,43916Sheffield,427,584853,112.3684211
20/03/2020,Sheffield,,,79.9,9.8,22.9,14,30,1025.2,,4.8,7.2,3,27/03/2020,43917Sheffield,454,584853,106.323185
21/03/2020,Sheffield,,,76,8.7,26.4,14,28,1024.5,,3.8,5.3,2.8,28/03/2020,43918Sheffield,519,584853,114.3171806
22/03/2020,Sheffield,,,76.6,8.2,24.8,17,46,1022,,3.8,4.4,2,29/03/2020,43919Sheffield,581,584853,111.9460501
23/03/2020,Sheffield,,,70,11.5,16.7,20,53,1020.7,,5.2,2.5,0.5,30/03/2020,43920Sheffield,656,584853,112.908778
24/03/2020,Sheffield,,,71.5,10.5,19.9,32,73,1017.7,,10,4,1,31/03/2020,43921Sheffield,766,584853,116.7682927
25/03/2020,Sheffield,,,51.8,10.3,23.7,27,65,1017.4,,9.1,1.8,1,01/04/2020,43922Sheffield,829,584853,108.2245431
26/03/2020,Sheffield,,,60,13.9,23.8,36,83,1019.3,,6.2,4.5,1.5,02/04/2020,43923Sheffield,882,584853,106.3932449
27/03/2020,Sheffield,,,77.6,9.7,35.1,41,97,1022.7,,4.2,6,2.2,03/04/2020,43924Sheffield,925,584853,104.8752834
28/03/2020,Sheffield,,,76,4.5,32.1,12,23,1030.1,,5.1,9.9,3.4,04/04/2020,43925Sheffield,967,584853,104.5405405
29/03/2020,Sheffield,,,66.1,3.3,32.5,11,24,1035.4,,3.4,9.5,3.5,05/04/2020,43926Sheffield,1033,584853,106.8252327
30/03/2020,Sheffield,,,72.2,5.1,31.6,10,23,1033.4,,4.3,6,1.6,06/04/2020,43927Sheffield,1097,584853,106.195547
31/03/2020,Sheffield,,,79.3,8,27,11,25,1027.7,,5.6,4.8,1.2,07/04/2020,43928Sheffield,1146,584853,104.4667274
01/04/2020,Sheffield,,,75.3,5.8,29.7,10,30,1018.6,,6.6,5,1.4,08/04/2020,43929Sheffield,1196,584853,104.3630017
02/04/2020,Sheffield,,,76.4,4,30.1,9,26,1010,,7.4,7.7,2.3,09/04/2020,43930Sheffield,1249,584853,104.4314381
03/04/2020,Sheffield,,,73.2,5.7,29.3,14,33,1010,,7.3,4,1.3,10/04/2020,43931Sheffield,1306,584853,104.5636509
04/04/2020,Sheffield,,,73,5.7,23.1,10,32,1011.7,,8.7,2.2,1.1,11/04/2020,43932Sheffield,1358,584853,103.9816233
05/04/2020,Sheffield,,,49.7,4.9,35,15,42,1007.5,,14.6,4.7,1.7,12/04/2020,43933Sheffield,1392,584853,102.5036819
06/04/2020,Sheffield,,,65,4.2,29.5,11,25,1010,,12.8,6.4,2,13/04/2020,43934Sheffield,1463,584853,105.1005747
07/04/2020,Sheffield,,,62.3,7,25.1,15,34,1023,,11.3,2.2,1.2,14/04/2020,43935Sheffield,1511,584853,103.2809296
08/04/2020,Sheffield,,,57.6,7.6,30.5,15,40,1020.2,,15.1,2.6,1,15/04/2020,43936Sheffield,1587,584853,105.0297816
09/04/2020,Sheffield,,,80.1,8,20.7,19,54,1021.2,,10.1,5,1.8,16/04/2020,43937Sheffield,1634,584853,102.9615627
10/04/2020,Sheffield,,,65.2,7,27.1,29,73,1020.3,,14.8,2.3,0.8,17/04/2020,43938Sheffield,1672,584853,102.3255814
11/04/2020,Sheffield,,,63.8,5.4,34.2,22,62,1016.1,,15.7,4.2,1.2,18/04/2020,43939Sheffield,1731,584853,103.5287081
12/04/2020,Sheffield,,,75,5.4,25.6,13,44,1012.8,,11.5,5.5,2.1,19/04/2020,43940Sheffield,1773,584853,102.4263432
13/04/2020,Sheffield,,,60.6,3.8,32.1,16,35,1023.4,,5.8,9.5,3.2,20/04/2020,43941Sheffield,1837,584853,103.6097011
14/04/2020,Sheffield,,,59.5,6,29.6,16,40,1023.9,,8,2.3,0.8,21/04/2020,43942Sheffield,1877,584853,102.1774633
15/04/2020,Sheffield,,,48.2,7.8,30.7,19,56,1017.6,,12.2,1.7,0.5,22/04/2020,43943Sheffield,1920,584853,102.2908897
16/04/2020,Sheffield,,,60.8,11.1,31.1,30,70,1013.6,,10.8,3.1,1.6,23/04/2020,43944Sheffield,1939,584853,100.9895833
17/04/2020,Sheffield,,,73,7,28.3,16,36,1014.1,,7.4,7.4,1.8,24/04/2020,43945Sheffield,1982,584853,102.217638
18/04/2020,Sheffield,,,78.5,5.9,28.2,13,30,1014.6,,6.6,5,1,25/04/2020,43946Sheffield,2035,584853,102.6740666
19/04/2020,Sheffield,,,77,5.3,30.2,12,33,1021.9,,7.2,6.4,2.7,26/04/2020,43947Sheffield,2073,584853,101.8673219
20/04/2020,Sheffield,,,72.7,6.8,29.7,17,37,1014.7,,8.2,9,3.7,27/04/2020,43948Sheffield,2121,584853,102.3154848
21/04/2020,Sheffield,,,71.7,6.8,31.3,22,45,1014.1,,9.3,9.3,3.3,28/04/2020,43949Sheffield,2144,584853,101.0843942
22/04/2020,Sheffield,,,72.1,7.6,31.1,27,54,1015.1,,10.5,6.4,2.7,29/04/2020,43950Sheffield,2183,584853,101.8190299
23/04/2020,Sheffield,,,69.6,7.3,28.8,22,43,1015,,11.3,4.4,1.1,30/04/2020,43951Sheffield,2218,584853,101.6032982
24/04/2020,Sheffield,,,60.7,7.8,32.2,17,50,1010.4,,11.6,3.9,1.1,01/05/2020,43952Sheffield,2235,584853,100.7664563
25/04/2020,Sheffield,,,74.1,5.4,27.6,16,53,1007.9,,9.7,2,0.7,02/05/2020,43953Sheffield,2265,584853,101.3422819
26/04/2020,Sheffield,,,68.1,6,37.1,27,74,1003.6,,13.2,3.8,1.2,03/05/2020,43954Sheffield,2294,584853,101.2803532
27/04/2020,Sheffield,,,69.8,5.4,27.4,8,21,999.7,,10.3,2.5,0.6,04/05/2020,43955Sheffield,2309,584853,100.6538797
28/04/2020,Sheffield,,,82.8,6.7,26.4,7,22,999.1,,7.2,4.4,1.3,05/05/2020,43956Sheffield,2330,584853,100.9094846
29/04/2020,Sheffield,,,93.3,8.4,21,8,35,995,,6.7,1.6,0.8,06/05/2020,43957Sheffield,2346,584853,100.6866953
30/04/2020,Sheffield,,,86.6,5.1,25.4,6,13,983.6,,7.5,3.2,1,07/05/2020,43958Sheffield,2359,584853,100.5541347
01/05/2020,Sheffield,,,77.6,4.9,28.2,5,14,991.7,,8.7,6.4,1.8,08/05/2020,43959Sheffield,2384,584853,101.0597711
02/05/2020,Sheffield,,,69.1,3.7,30.3,6,18,1003.4,,10.3,6,2,09/05/2020,43960Sheffield,2406,584853,100.9228188
03/05/2020,Sheffield,,,74.6,6.6,20.6,9,32,1008.1,,10.6,1.8,0.4,10/05/2020,43961Sheffield,2419,584853,100.5403159
04/05/2020,Sheffield,,,80.8,9.1,24.8,20,59,1015,,9,6.2,2,11/05/2020,43962Sheffield,2437,584853,100.7441091
05/05/2020,Sheffield,,,68.8,6.8,28.7,10,23,1016.8,,8.3,6.3,2.3,12/05/2020,43963Sheffield,2447,584853,100.4103406
06/05/2020,Sheffield,,,62,7.3,30.3,14,34,1017.6,,9.9,2.4,0.8,13/05/2020,43964Sheffield,2459,584853,100.4903964
07/05/2020,Sheffield,,,57,7.5,37.2,18,50,1018.4,,15.8,3,0.8,14/05/2020,43965Sheffield,2472,584853,100.5286702
08/05/2020,Sheffield,,,63.5,5.4,27.2,12,39,1015.7,,17.5,3,1.1,15/05/2020,43966Sheffield,2477,584853,100.2022654
09/05/2020,Sheffield,,,65.9,7,33.1,11,35,1010.1,,17.5,2.2,0.5,16/05/2020,43967Sheffield,2489,584853,100.484457
10/05/2020,Sheffield,,,74.5,3.5,28,11,24,1012.5,,7.8,9.3,2.5,17/05/2020,43968Sheffield,2493,584853,100.1607071
11/05/2020,Sheffield,,,66.9,4.2,25.6,10,19,1018.6,,5.6,7.1,1.8,18/05/2020,43969Sheffield,2499,584853,100.2406739
12/05/2020,Sheffield,,,70.2,5.1,28.8,10,21,1016.2,,8.1,6.6,1.8,19/05/2020,43970Sheffield,2507,584853,100.3201281
13/05/2020,Sheffield,,,62.7,5.3,25.7,8,16,1017,,6.7,6.1,2,20/05/2020,43971Sheffield,2514,584853,100.2792182
14/05/2020,Sheffield,,,55.5,5.4,29.7,9,23,1018.6,,9.5,3.9,0.9,21/05/2020,43972Sheffield,2519,584853,100.1988862
15/05/2020,Sheffield,,,63,4.6,32,9,18,1018.5,,10.2,6,1.3,22/05/2020,43973Sheffield,2522,584853,100.1190949
16/05/2020,Sheffield,,,65.4,3.8,30,8,21,1018.2,,10.8,5.5,1.5,23/05/2020,43974Sheffield,2525,584853,100.1189532
17/05/2020,Sheffield,,,65.6,3.2,28.6,8,19,1017.5,,13.6,6.5,2.1,24/05/2020,43975Sheffield,2529,584853,100.1584158
18/05/2020,Sheffield,,,73.2,3.6,27.7,9,22,1016.5,,14.6,6.6,2,25/05/2020,43976Sheffield,2531,584853,100.0790826
19/05/2020,Sheffield,,,73.2,4.4,24.1,10,24,1017.2,,15.9,4,1.2,26/05/2020,43977Sheffield,2535,584853,100.1580403
20/05/2020,Sheffield,,,65,5.9,26.5,14,30,1013.7,,19.6,3.2,0.9,27/05/2020,43978Sheffield,2539,584853,100.1577909
22/05/2020,Sheffield,,,61.8,2.8,27.9,19,36,1004.7,,15.5,10.7,3.7,29/05/2020,43980Sheffield,2540,584853,100.0393856
23/05/2020,Sheffield,,,65.1,2,26.6,13,25,1012.7,,12.6,10.2,4.1,30/05/2020,43981Sheffield,2540,584853,100
26/02/2020,Southend-on-Sea,,,71.5,5.5,24,5,13,1004.3,1.4,4.3,5.5,3.8,04/03/2020,43894Southend-on-Sea,1,183125,0
02/03/2020,Southend-on-Sea,,,77.9,3.7,25.8,5,12,986.9,2.7,6.3,3.5,3.5,09/03/2020,43899Southend-on-Sea,2,183125,200
05/03/2020,Southend-on-Sea,,,95.1,5.6,21,9,33,994.1,3,6.1,4.5,3.3,12/03/2020,43902Southend-on-Sea,3,183125,150
07/03/2020,Southend-on-Sea,,,80.1,5.5,21.2,17,49,1015,0.7,9.4,4.5,2.8,14/03/2020,43904Southend-on-Sea,4,183125,133.3333333
09/03/2020,Southend-on-Sea,,,82.3,3.9,26.6,9,22,1010.6,0.6,7.5,6.1,4,16/03/2020,43906Southend-on-Sea,6,183125,150
10/03/2020,Southend-on-Sea,,,86.8,3.4,20.8,3,8,1004.9,1,12.4,8.3,5.5,17/03/2020,43907Southend-on-Sea,8,183125,133.3333333
14/03/2020,Southend-on-Sea,,,83.5,3.6,26.6,8,24,1013.7,1.7,9.4,4.3,2.5,21/03/2020,43911Southend-on-Sea,9,183125,112.5
15/03/2020,Southend-on-Sea,,,82.6,2.1,30.4,7,17,1008.2,1.7,9.4,5.6,3.5,22/03/2020,43912Southend-on-Sea,13,183125,144.4444444
16/03/2020,Southend-on-Sea,,,68.3,7.2,17.8,10,32,1022.1,1.7,7.5,2.8,1.7,23/03/2020,43913Southend-on-Sea,19,183125,146.1538462
17/03/2020,Southend-on-Sea,,,80,4.4,25.2,11,30,1027.3,1.8,10.5,6.6,3.8,24/03/2020,43914Southend-on-Sea,25,183125,131.5789474
18/03/2020,Southend-on-Sea,,,81,3.5,24.5,9,24,1024.7,2.2,12.1,6.6,3.3,25/03/2020,43915Southend-on-Sea,27,183125,108
19/03/2020,Southend-on-Sea,,,90.8,3.4,24.6,8,28,1026.4,1.5,7.2,4.3,2.5,26/03/2020,43916Southend-on-Sea,35,183125,129.6296296
20/03/2020,Southend-on-Sea,,,71.2,2.4,27.8,10,26,1028.8,1,6.8,7.8,4.8,27/03/2020,43917Southend-on-Sea,42,183125,120
21/03/2020,Southend-on-Sea,,,63.5,2.7,27.5,13,30,1026.4,0.9,6.8,9.5,5.5,28/03/2020,43918Southend-on-Sea,48,183125,114.2857143
22/03/2020,Southend-on-Sea,,,65,3.3,26,16,45,1026.8,1.4,6.8,8.8,4.8,29/03/2020,43919Southend-on-Sea,59,183125,122.9166667
23/03/2020,Southend-on-Sea,,,54.2,5.5,25.3,17,45,1026.8,1,7.9,7.5,3.8,30/03/2020,43920Southend-on-Sea,72,183125,122.0338983
24/03/2020,Southend-on-Sea,,,54.8,6.6,22,18,51,1026,,9.5,5.1,2.2,31/03/2020,43921Southend-on-Sea,87,183125,120.8333333
25/03/2020,Southend-on-Sea,,,54.5,8.9,23,25,68,1024.7,,8.6,4.8,2.3,01/04/2020,43922Southend-on-Sea,103,183125,118.3908046
26/03/2020,Southend-on-Sea,,,67.1,7.4,27.1,39,91,1023.3,,6.6,7,4,02/04/2020,43923Southend-on-Sea,117,183125,113.592233
27/03/2020,Southend-on-Sea,,,53.8,4.1,33.9,41,92,1023.7,1.9,9.7,6.3,4,03/04/2020,43924Southend-on-Sea,135,183125,115.3846154
28/03/2020,Southend-on-Sea,,,69.3,2.4,33.5,22,41,1029.2,1.3,7.8,7,4.3,04/04/2020,43925Southend-on-Sea,150,183125,111.1111111
29/03/2020,Southend-on-Sea,,,59.3,1.3,30.7,12,26,1037.2,0.7,4.9,7.6,4.3,05/04/2020,43926Southend-on-Sea,159,183125,106
30/03/2020,Southend-on-Sea,,,71.6,2.8,26.6,10,26,1035.5,1.5,3.7,3.8,2,06/04/2020,43927Southend-on-Sea,178,183125,111.9496855
31/03/2020,Southend-on-Sea,,,62.8,2.5,30.3,11,28,1031.1,1.4,7.4,5.8,3.5,07/04/2020,43928Southend-on-Sea,196,183125,110.1123596
01/04/2020,Southend-on-Sea,,,63.2,4.9,23.3,10,32,1023.9,1.8,7.2,2.3,1.1,08/04/2020,43929Southend-on-Sea,201,183125,102.5510204
02/04/2020,Southend-on-Sea,,,66,3.5,23.5,11,30,1016,2.6,10.7,4.8,2.5,09/04/2020,43930Southend-on-Sea,207,183125,102.9850746
03/04/2020,Southend-on-Sea,,,61.2,3.8,25.7,13,32,1018.1,3,9.9,3.3,1.8,10/04/2020,43931Southend-on-Sea,217,183125,104.8309179
04/04/2020,Southend-on-Sea,,,74.5,5.6,22.7,16,54,1020,2.3,10.3,5.6,2.8,11/04/2020,43932Southend-on-Sea,221,183125,101.843318
05/04/2020,Southend-on-Sea,,,47.5,3.2,36.5,17,52,1013.6,3.2,16.1,6,3,12/04/2020,43933Southend-on-Sea,229,183125,103.6199095
06/04/2020,Southend-on-Sea,,,61.6,4.4,28.1,12,34,1017.1,2.7,14.1,4,2.5,13/04/2020,43934Southend-on-Sea,239,183125,104.3668122
07/04/2020,Southend-on-Sea,,,60,10.8,18.6,18,51,1028.2,2.2,14.4,5.5,2,14/04/2020,43935Southend-on-Sea,246,183125,102.9288703
08/04/2020,Southend-on-Sea,,,60.6,11.6,14.6,45,111,1024.7,2.6,15.7,4.5,2,15/04/2020,43936Southend-on-Sea,252,183125,102.4390244
09/04/2020,Southend-on-Sea,,,64,10.7,19.4,54,144,1025.2,2.6,15.4,4.6,2.2,16/04/2020,43937Southend-on-Sea,255,183125,101.1904762
10/04/2020,Southend-on-Sea,,,65.5,9.5,19.3,33,82,1025.1,2.5,15.9,3.6,2.2,17/04/2020,43938Southend-on-Sea,256,183125,100.3921569
11/04/2020,Southend-on-Sea,,,54,8.6,23,23,63,1022.5,1.8,18.2,3,1.1,18/04/2020,43939Southend-on-Sea,257,183125,100.390625
12/04/2020,Southend-on-Sea,,,51.8,4.7,33.4,23,65,1014.6,1.4,19.7,2.1,0.8,19/04/2020,43940Southend-on-Sea,262,183125,101.9455253
13/04/2020,Southend-on-Sea,,,59,1.1,32.3,16,34,1026.8,1.3,8.4,6.1,4,20/04/2020,43941Southend-on-Sea,269,183125,102.6717557
14/04/2020,Southend-on-Sea,,,61.7,2.2,33.6,11,27,1027.7,2.1,6.6,3.5,2.1,21/04/2020,43942Southend-on-Sea,274,183125,101.8587361
15/04/2020,Southend-on-Sea,,,64.4,5.6,30.2,25,66,1023.1,1.1,10,3.6,2,22/04/2020,43943Southend-on-Sea,279,183125,101.8248175
16/04/2020,Southend-on-Sea,,,79.6,10.4,21.2,43,101,1016.4,2.9,11.6,3,1.3,23/04/2020,43944Southend-on-Sea,283,183125,101.4336918
17/04/2020,Southend-on-Sea,,,79.3,2.6,31.6,16,39,1017.2,1.5,10,7.1,4,24/04/2020,43945Southend-on-Sea,287,183125,101.4134276
