Date,City,co,dew,humidity,no2,o3,pm10,pm25,pressure,so2,temperature,merged_wind_gust,merged_wind_speed,Dplus7,Dplus7City,TotalCases,Population,daily_growth_rt_percent
05/05/2020,Leeds,3.9,,61.5,6.5,30.8,10,22,1023.6,1.7,8.5,9.2,4.6,12/05/2020,43963Leeds,1693,793139,100.9540847
06/05/2020,Leeds,5.4,,10.8,8,29.2,19,38,1197.6,1.1,13.1,0.2,,13/05/2020,43964Leeds,1710,793139,101.0041347
07/05/2020,Leeds,2,,10,9.6,17.2,24,53,1192.7,1.3,16.3,,,14/05/2020,43965Leeds,1723,793139,100.7602339
08/05/2020,Leeds,0.8,,18.3,3,29.7,10,21,1188.9,1.3,16.6,0.3,,15/05/2020,43966Leeds,1735,793139,100.6964597
09/05/2020,Leeds,0.7,,20,4.4,39.7,15,30,1185.4,1.4,16.4,0.1,,16/05/2020,43967Leeds,1741,793139,100.3458213
10/05/2020,Leeds,0.4,,31.2,1.2,31.3,11,17,1187.3,1.4,8.7,0.3,,17/05/2020,43968Leeds,1754,793139,100.7466973
11/05/2020,Leeds,3,,24.6,5.4,27.7,11,17,1195.6,0.9,6.2,0.3,,18/05/2020,43969Leeds,1758,793139,100.2280502
12/05/2020,Leeds,3.5,,22.7,6.3,29.6,11,21,1189.9,0.5,9.5,0.4,,19/05/2020,43970Leeds,1764,793139,100.3412969
13/05/2020,Leeds,3,,12,4.4,27.4,8,13,1190.9,0.6,7.2,0.3,,20/05/2020,43971Leeds,1771,793139,100.3968254
14/05/2020,Leeds,3.1,,14,5.1,29.8,10,17,1195.1,0.6,11.2,0.2,,21/05/2020,43972Leeds,1795,793139,101.3551666
15/05/2020,Leeds,3.3,,15.5,4.7,32.5,8,13,1194.8,0.7,11.1,0.2,,22/05/2020,43973Leeds,1806,793139,100.6128134
16/05/2020,Leeds,3.1,,15.5,3.8,30.7,7,17,1194.3,0.9,11.8,0.3,,23/05/2020,43974Leeds,1810,793139,100.2214839
17/05/2020,Leeds,3.3,,24.5,3.8,30.4,9,25,1193,1,14.4,0.6,,24/05/2020,43975Leeds,1814,793139,100.2209945
18/05/2020,Leeds,3.3,,32.5,6.8,27.5,14,25,1192.1,1,13.8,0.5,,25/05/2020,43976Leeds,1820,793139,100.3307607
19/05/2020,Leeds,3.4,,31.7,4.7,24.8,8,20,1193.5,1,15.8,0.5,0.2,26/05/2020,43977Leeds,1822,793139,100.1098901
20/05/2020,Leeds,3.7,,10.7,8,30,20,34,1192.4,1.5,22.3,0.4,,27/05/2020,43978Leeds,1827,793139,100.2744237
21/05/2020,Leeds,3.5,,11.5,5.9,37.2,14,21,1190.6,1.3,18,0.4,,28/05/2020,43979Leeds,1831,793139,100.2189381
22/05/2020,Leeds,3.3,,10,2.6,29.1,26,35,1181.4,1.1,16.5,0.7,0.2,29/05/2020,43980Leeds,1832,793139,100.054615
23/05/2020,Leeds,3.3,,11,2.4,29.5,14,25,1185.9,1,13.2,1.5,0.3,30/05/2020,43981Leeds,1832,793139,100
04/03/2020,Leicester,,,81.7,20.9,5.8,13,34,1005,1.5,3.3,6,3.5,11/03/2020,43901Leicester,1,354224,0
05/03/2020,Leicester,,,82,18.2,19.7,12,35,996.9,1.4,3.3,7.7,5,12/03/2020,43902Leicester,2,354224,200
06/03/2020,Leicester,,,81.5,18.8,13.3,15,47,1005.3,2.3,2.7,2.2,1.2,13/03/2020,43903Leicester,3,354224,150
09/03/2020,Leicester,,,87,6.7,22.5,8,19,1007.4,1.7,5.8,11.6,2.3,16/03/2020,43906Leicester,5,354224,166.6666667
10/03/2020,Leicester,,,80.2,8,20.6,3,5,1000.5,1.7,10.2,13.5,2,17/03/2020,43907Leicester,8,354224,160
11/03/2020,Leicester,,,80,8.1,21.9,11,20,1006.1,2.1,7.9,18.6,4.7,18/03/2020,43908Leicester,13,354224,162.5
12/03/2020,Leicester,,,75,6.2,24.4,9,21,1005.3,1.7,5,20.7,10,19/03/2020,43909Leicester,19,354224,146.1538462
13/03/2020,Leicester,,,80.7,8.4,20.9,7,18,1016.2,1.4,5,10,5,20/03/2020,43910Leicester,21,354224,110.5263158
14/03/2020,Leicester,,,80.7,4.9,24,7,21,1010.7,1.5,7.9,16,10.5,21/03/2020,43911Leicester,26,354224,123.8095238
15/03/2020,Leicester,,,81,5,26.6,4,12,1004.3,1.7,7.2,11.5,5.2,22/03/2020,43912Leicester,33,354224,126.9230769
16/03/2020,Leicester,,,74.5,11.4,18,12,28,1020.6,2.2,5.5,11.5,3.7,23/03/2020,43913Leicester,44,354224,133.3333333
17/03/2020,Leicester,,,81.2,5.9,22.7,8,15,1023,2.1,7.5,22.2,13.5,24/03/2020,43914Leicester,64,354224,145.4545455
18/03/2020,Leicester,,,65.7,13.2,15.4,3,9,1022.9,2.3,7.2,5,1.5,25/03/2020,43915Leicester,69,354224,107.8125
19/03/2020,Leicester,,,78,9.8,24.3,7,18,1027.5,3,4.4,5,3.2,26/03/2020,43916Leicester,82,354224,118.8405797
20/03/2020,Leicester,,,79,4.9,21.9,9,20,1030.9,2.5,3.8,10.2,6,27/03/2020,43917Leicester,90,354224,109.7560976
21/03/2020,Leicester,,,76.5,1.7,25.8,9,19,1027.7,1.5,3,13.5,7.2,28/03/2020,43918Leicester,101,354224,112.2222222
22/03/2020,Leicester,,,81,3.8,22.9,13,40,1028.1,2.1,2.3,8.2,4.7,29/03/2020,43919Leicester,102,354224,100.990099
23/03/2020,Leicester,,,72.2,4.2,22.3,15,43,1025.8,2.1,3.3,12,7.7,30/03/2020,43920Leicester,107,354224,104.9019608
24/03/2020,Leicester,,,66,7,21.7,23,63,1024.2,2.2,7.5,12.5,7.5,31/03/2020,43921Leicester,134,354224,125.2336449
25/03/2020,Leicester,,,61,5,26.9,21,61,1023.7,2.1,5.5,7.7,4.5,01/04/2020,43922Leicester,167,354224,124.6268657
26/03/2020,Leicester,,,70,5.3,28.9,29,74,1024.1,2.6,2.7,6.5,3.5,02/04/2020,43923Leicester,191,354224,114.3712575
27/03/2020,Leicester,,,73.7,12.9,28.1,38,91,1025.8,2.5,2.6,11.7,6.2,03/04/2020,43924Leicester,217,354224,113.6125654
28/03/2020,Leicester,,,74.2,12.5,29.2,12,26,1031.8,2.1,4,19.5,9.5,04/04/2020,43925Leicester,232,354224,106.9124424
29/03/2020,Leicester,,,77.5,11.3,27,11,26,1040.8,1.7,2.3,18.5,9.7,05/04/2020,43926Leicester,252,354224,108.6206897
30/03/2020,Leicester,,,81,11.6,24.8,8,21,1036.4,1.4,1.1,5,1.5,06/04/2020,43927Leicester,278,354224,110.3174603
31/03/2020,Leicester,,,72.7,10.1,25.3,10,25,1033.1,1.5,5.5,9.5,4.2,07/04/2020,43928Leicester,300,354224,107.9136691
01/04/2020,Leicester,,,79.5,7.3,21.9,11,35,1022.7,2.6,5.1,6.7,2.7,08/04/2020,43929Leicester,320,354224,106.6666667
02/04/2020,Leicester,,,77.7,4.7,27,10,23,1013.8,2.7,6.5,9.3,3.3,09/04/2020,43930Leicester,351,354224,109.6875
03/04/2020,Leicester,,,74,6.8,23.8,14,37,1016.5,2.5,6.1,4.2,1.5,10/04/2020,43931Leicester,371,354224,105.6980057
04/04/2020,Leicester,,,73.5,4.9,24.4,12,41,1018.3,1.8,8.4,10.5,6.5,11/04/2020,43932Leicester,388,354224,104.5822102
05/04/2020,Leicester,,,53.7,2.8,33.9,11,33,1011.3,3,13.7,19.5,12.2,12/04/2020,43933Leicester,410,354224,105.6701031
06/04/2020,Leicester,,,61.7,4.1,28.5,10,23,1014.3,2.1,12.5,15.5,7,13/04/2020,43934Leicester,419,354224,102.195122
07/04/2020,Leicester,,,59,5.1,28.1,13,37,1027.8,1.1,11.1,8,5.5,14/04/2020,43935Leicester,432,354224,103.1026253
08/04/2020,Leicester,,,63.2,6.3,26.2,16,50,1024.3,1.1,13.1,4.2,1.5,15/04/2020,43936Leicester,447,354224,103.4722222
09/04/2020,Leicester,,,75.5,4.2,25.4,23,60,1025.1,1.4,10,5.7,3,16/04/2020,43937Leicester,457,354224,102.2371365
10/04/2020,Leicester,,,65.5,3.6,29.3,22,67,1024.4,1.1,13.4,11.2,6.5,17/04/2020,43938Leicester,468,354224,102.4070022
11/04/2020,Leicester,,,66,5.2,30.6,27,69,1021.4,1.3,15.2,8,3.5,18/04/2020,43939Leicester,483,354224,103.2051282
12/04/2020,Leicester,,,73,5.9,26.6,14,52,1014.2,0.6,11.5,4.5,1.7,19/04/2020,43940Leicester,506,354224,104.7619048
13/04/2020,Leicester,,,67.5,3.2,31.3,13,30,1028.4,0.5,5.4,14.5,6.5,20/04/2020,43941Leicester,534,354224,105.5335968
14/04/2020,Leicester,,,64,3.4,31.6,12,30,1028.8,1.7,6.1,5.2,2.5,21/04/2020,43942Leicester,550,354224,102.9962547
15/04/2020,Leicester,,,58,6.3,29.3,18,53,1022.6,1.7,9.5,5.5,2.7,22/04/2020,43943Leicester,571,354224,103.8181818
16/04/2020,Leicester,,,63,5.6,34.1,33,80,1016.1,2.2,9,8.3,3.3,23/04/2020,43944Leicester,587,354224,102.8021016
17/04/2020,Leicester,,,77.5,2.5,29.9,11,28,1018,1.3,7.7,12.5,5.2,24/04/2020,43945Leicester,603,354224,102.725724
18/04/2020,Leicester,,,79,3.7,26,10,28,1018.8,1.3,5.2,7,3,25/04/2020,43946Leicester,616,354224,102.1558872
19/04/2020,Leicester,,,68.3,5.5,26.6,11,29,1021.4,1.4,5.9,6.3,3.5,26/04/2020,43947Leicester,617,354224,100.1623377
20/04/2020,Leicester,,,72,4.4,29.4,15,35,1020.3,1.5,7.7,9.6,4,27/04/2020,43948Leicester,638,354224,103.4035656
21/04/2020,Leicester,,,76.2,3.8,28.5,19,42,1018.9,1.9,8.3,9.7,3.2,28/04/2020,43949Leicester,660,354224,103.4482759
22/04/2020,Leicester,,,70,5.6,27.4,23,51,1021.1,2.2,9.4,7,2.7,29/04/2020,43950Leicester,673,354224,101.969697
23/04/2020,Leicester,,,69.2,8.9,25.7,19,45,1020.8,3.3,9.3,7.7,2.7,30/04/2020,43951Leicester,685,354224,101.7830609
24/04/2020,Leicester,,,61.7,5.6,33.4,16,40,1016.4,3.8,9.3,5.2,1.5,01/05/2020,43952Leicester,691,354224,100.8759124
25/04/2020,Leicester,,,71,2.2,28.4,13,47,1015.6,3,7,6.2,2.7,02/05/2020,43953Leicester,694,354224,100.4341534
26/04/2020,Leicester,,,66.2,6.9,30.9,16,55,1010.8,3.4,13.6,5.5,2.7,03/05/2020,43954Leicester,699,354224,100.7204611
27/04/2020,Leicester,,,74.5,5.1,26.3,11,23,1007.1,2.5,10,6.5,2.2,04/05/2020,43955Leicester,719,354224,102.8612303
28/04/2020,Leicester,,,78,3.2,27,4,12,1005.4,2.2,6.2,7.5,2,05/05/2020,43956Leicester,724,354224,100.6954103
29/04/2020,Leicester,,,74.7,4.1,24.8,5,17,1000.2,2.3,7.5,11.2,7,06/05/2020,43957Leicester,741,354224,102.3480663
30/04/2020,Leicester,,,80,5.6,24.7,5,12,992.1,3.3,7.7,17,10.2,07/05/2020,43958Leicester,749,354224,101.0796221
01/05/2020,Leicester,,,74,5.9,20.8,6,15,996.5,2.7,7.6,10,3.7,08/05/2020,43959Leicester,755,354224,100.8010681
02/05/2020,Leicester,,,73.2,4.5,23.6,6,16,1009.4,3.4,8.3,7.2,2.2,09/05/2020,43960Leicester,765,354224,101.3245033
03/05/2020,Leicester,,,79,5.5,26.6,11,41,1015.6,3.2,10,4.5,2.2,10/05/2020,43961Leicester,775,354224,101.3071895
04/05/2020,Leicester,,,71.2,4.4,23.3,14,54,1020.7,3.4,7.9,7.2,2.7,11/05/2020,43962Leicester,784,354224,101.1612903
05/05/2020,Leicester,,,73.5,2.4,31.1,8,20,1022.1,2.6,7.5,13.2,5.7,12/05/2020,43963Leicester,789,354224,100.6377551
06/05/2020,Leicester,,,72.5,2.6,31.4,10,27,1025.6,2.9,8.4,9,3.7,13/05/2020,43964Leicester,796,354224,100.887199
07/05/2020,Leicester,,,63.2,5.5,26.4,15,46,1021.9,3.7,13.8,6.2,2.7,14/05/2020,43965Leicester,800,354224,100.5025126
08/05/2020,Leicester,,,76,7.2,28.2,15,50,1016.7,4.8,15.1,4,1.5,15/05/2020,43966Leicester,814,354224,101.75
09/05/2020,Leicester,,,73.2,5.2,32,16,54,1012.7,4.2,15.8,4.7,1.2,16/05/2020,43967Leicester,827,354224,101.5970516
10/05/2020,Leicester,,,73.2,8.2,25.2,11,25,1011.6,1.3,8.1,18,7,17/05/2020,43968Leicester,831,354224,100.4836759
11/05/2020,Leicester,,,73.7,11.7,22.3,9,20,1021.9,2.7,5.4,14.7,7,18/05/2020,43969Leicester,836,354224,100.6016847
12/05/2020,Leicester,,,68.5,7.8,24,11,26,1019.5,3.2,7,7.2,2.2,19/05/2020,43970Leicester,840,354224,100.4784689
13/05/2020,Leicester,,,66.7,8.4,23,7,16,1018.4,3.6,5.6,9.2,3.5,20/05/2020,43971Leicester,850,354224,101.1904762
14/05/2020,Leicester,,,61.7,6.7,24.6,10,24,1022.9,3.6,8.1,4,2,21/05/2020,43972Leicester,856,354224,100.7058824
15/05/2020,Leicester,,,67.5,7.3,24.4,10,23,1023.5,3.7,9.7,7,2.7,22/05/2020,43973Leicester,862,354224,100.7009346
16/05/2020,Leicester,,,68.7,5.6,25.4,7,19,1023.3,3.4,9.1,5.5,2,23/05/2020,43974Leicester,867,354224,100.5800464
17/05/2020,Leicester,,,65,6.4,20.7,10,25,1022.3,3.8,12.3,6.7,3.2,24/05/2020,43975Leicester,869,354224,100.2306805
18/05/2020,Leicester,,,68.2,6,23.2,11,26,1021.2,4.1,14.3,10,3.5,25/05/2020,43976Leicester,871,354224,100.2301496
19/05/2020,Leicester,,,70,6.2,21.3,9,15,1021.2,4.2,15.6,8.7,3.5,26/05/2020,43977Leicester,878,354224,100.8036739
20/05/2020,Leicester,,,59.5,6.9,24.8,16,31,1019.6,4,18.7,8.5,5.2,27/05/2020,43978Leicester,883,354224,100.5694761
21/05/2020,Leicester,,,60.2,5.8,33.8,10,21,1017.6,3.4,17.2,8.2,3.7,28/05/2020,43979Leicester,890,354224,100.792752
22/05/2020,Leicester,,,58.5,4.3,27.4,22,40,1011.2,4.1,15.8,27,13.7,29/05/2020,43980Leicester,896,354224,100.6741573
23/05/2020,Leicester,,,62,2.3,25.7,12,23,1016.6,3.8,12.3,20.7,10.2,30/05/2020,43981Leicester,896,354224,100
24/02/2020,Liverpool,,,,1.9,27.8,6,9,,6.8,,,,02/03/2020,43892Liverpool,1,498042,0
25/02/2020,Liverpool,,2,76,2.8,30.6,8,13,993.5,6.7,4.2,12.7,5.7,03/03/2020,43893Liverpool,3,498042,300
28/02/2020,Liverpool,,4.5,83.6,3.7,22.3,5,13,1004.3,1.1,4,8.4,3.6,06/03/2020,43896Liverpool,4,498042,133.3333333
29/02/2020,Liverpool,,2.5,73.1,0.9,31.3,8,16,973.1,1.8,7.2,14.3,5.5,07/03/2020,43897Liverpool,5,498042,125
03/03/2020,Liverpool,,,,4.6,28.6,17,30,,2.5,,,,10/03/2020,43900Liverpool,6,498042,120
05/03/2020,Liverpool,,1.5,66,16.7,15.7,22,60,996.6,2.7,4.5,7.8,3.4,12/03/2020,43902Liverpool,9,498042,150
06/03/2020,Liverpool,,2.5,67,16,13.6,25,65,1004,2.5,4.6,4.8,1.8,13/03/2020,43903Liverpool,11,498042,122.2222222
07/03/2020,Liverpool,,7.5,66.5,3.5,28.3,10,21,1007.1,1.9,10,14,6,14/03/2020,43904Liverpool,13,498042,118.1818182
09/03/2020,Liverpool,,5,67.6,3.2,27.7,15,25,1003.2,2.3,7.5,15,6.9,16/03/2020,43906Liverpool,16,498042,123.0769231
10/03/2020,Liverpool,,9.5,65.8,2.8,25.9,3,13,996.2,2.1,11.3,15,6.2,17/03/2020,43907Liverpool,20,498042,125
11/03/2020,Liverpool,,5.5,67,2.8,32.1,7,13,1001.9,1.9,8.7,15.9,7.5,18/03/2020,43908Liverpool,29,498042,145
12/03/2020,Liverpool,,1.5,67.2,1.4,30.2,9,17,1000.6,3.2,6.2,19.5,10.2,19/03/2020,43909Liverpool,35,498042,120.6896552
13/03/2020,Liverpool,,4.5,67.1,6.2,26.4,10,21,1012.1,2.9,6.7,9.6,3.8,20/03/2020,43910Liverpool,45,498042,128.5714286
14/03/2020,Liverpool,,7,66.5,4.2,24.9,7,19,1006.5,3,10,11.6,5.1,21/03/2020,43911Liverpool,59,498042,131.1111111
15/03/2020,Liverpool,,5,68.4,1.6,30.9,10,19,1001.5,3.3,8.5,12.3,5.7,22/03/2020,43912Liverpool,72,498042,122.0338983
16/03/2020,Liverpool,,3.5,67,2.2,29.8,10,16,1017,0.9,8.8,11.7,4.8,23/03/2020,43913Liverpool,90,498042,125
17/03/2020,Liverpool,,9,71,2,29.6,3,6,1019,0.6,12.4,14.5,6.1,24/03/2020,43914Liverpool,115,498042,127.7777778
18/03/2020,Liverpool,,5,75,5.6,26.4,8,17,1022.5,0.9,7,6.7,3.3,25/03/2020,43915Liverpool,139,498042,120.8695652
19/03/2020,Liverpool,,3,67.3,7.4,22.6,12,25,1026.4,0.6,6.5,5.8,2.5,26/03/2020,43916Liverpool,173,498042,124.4604317
20/03/2020,Liverpool,,1,67.3,8.7,23.9,10,23,1030,0.9,6,13.7,6.7,27/03/2020,43917Liverpool,200,498042,115.6069364
21/03/2020,Liverpool,,0.5,68.1,3.3,26.7,11,21,1026.2,2.5,5,13,5.7,28/03/2020,43918Liverpool,227,498042,113.5
22/03/2020,Liverpool,,1,69,3.2,24.6,14,40,1025.9,2.6,5.8,11.5,4.8,29/03/2020,43919Liverpool,263,498042,115.8590308
23/03/2020,Liverpool,,1.5,64.3,6.4,21,21,54,1023.5,2.6,7,8,4,30/03/2020,43920Liverpool,306,498042,116.3498099
24/03/2020,Liverpool,,7.5,67,6,22.9,28,69,1020,3.8,11.5,7.7,4.8,31/03/2020,43921Liverpool,347,498042,113.3986928
25/03/2020,Liverpool,,4,63,6.1,20.6,32,74,1020.7,2.6,9.5,4.7,2.3,01/04/2020,43922Liverpool,395,498042,113.832853
26/03/2020,Liverpool,,0,61,15.4,17.9,43,95,1022.7,2.9,8.5,2.8,2.3,02/04/2020,43923Liverpool,451,498042,114.1772152
27/03/2020,Liverpool,,-0.5,58.3,7.3,29.8,39,95,1025.8,2.2,7.5,7.5,3.1,03/04/2020,43924Liverpool,511,498042,113.3037694
28/03/2020,Liverpool,,2,65,2.3,31.5,11,17,1032.5,1.9,6.5,14.6,7,04/04/2020,43925Liverpool,558,498042,109.1976517
29/03/2020,Liverpool,,-2,60,2.3,30.4,10,17,1041.4,1.7,4.7,14.4,6.5,05/04/2020,43926Liverpool,604,498042,108.2437276
30/03/2020,Liverpool,,2,67,5.5,27.8,9,18,1036.1,0.7,7,11,4.1,06/04/2020,43927Liverpool,656,498042,108.6092715
31/03/2020,Liverpool,,3,68,5.6,28.1,8,17,1032.5,0.7,7.1,4.7,2.8,07/04/2020,43928Liverpool,723,498042,110.2134146
01/04/2020,Liverpool,,4.5,68,3.4,32.8,9,19,1022.1,1,7.7,10.6,4.7,08/04/2020,43929Liverpool,798,498042,110.373444
02/04/2020,Liverpool,,6.5,68,2.4,31.3,13,30,1014,1.7,8.5,14,6.6,09/04/2020,43930Liverpool,864,498042,108.2706767
03/04/2020,Liverpool,,4,67.1,2.4,31.8,14,21,1014.2,1.7,9.2,9.3,3.6,10/04/2020,43931Liverpool,898,498042,103.9351852
04/04/2020,Liverpool,,6,66.8,2.8,28.7,11,30,1015,2.6,10,10.4,4.6,11/04/2020,43932Liverpool,938,498042,104.454343
05/04/2020,Liverpool,,6,61,2.3,34.2,16,40,1007.1,2.2,14,17.2,7.7,12/04/2020,43933Liverpool,973,498042,103.7313433
06/04/2020,Liverpool,,6.5,65.7,2.1,29.2,13,27,1012.5,2.1,11.9,12,5.7,13/04/2020,43934Liverpool,1009,498042,103.6998972
07/04/2020,Liverpool,,5,63.8,4.9,18.4,14,30,1026.4,2.7,11,3.5,3.3,14/04/2020,43935Liverpool,1040,498042,103.0723489
08/04/2020,Liverpool,,7,65.1,9.7,25.2,17,46,1023.4,2.1,11.1,2.4,2,15/04/2020,43936Liverpool,1078,498042,103.6538462
09/04/2020,Liverpool,,9.5,67,7.5,23.7,26,63,1023.1,2.2,13,8.5,3,16/04/2020,43937Liverpool,1122,498042,104.0816327
10/04/2020,Liverpool,,10.5,65.1,4.7,30.2,28,73,1021.6,2.6,14.5,7.1,3,17/04/2020,43938Liverpool,1156,498042,103.030303
11/04/2020,Liverpool,,11.5,65,5.3,28.9,25,72,1020,2.7,13.2,7,2.2,18/04/2020,43939Liverpool,1175,498042,101.6435986
12/04/2020,Liverpool,,10,67.2,6.8,18.9,21,65,1013.2,3,11,2.5,2,19/04/2020,43940Liverpool,1196,498042,101.787234
13/04/2020,Liverpool,,0,62.4,1.9,33.8,15,30,1026.9,2.3,7.5,13,5.6,20/04/2020,43941Liverpool,1226,498042,102.5083612
14/04/2020,Liverpool,,1,65.4,4.8,29.4,17,42,1027,3.2,7.5,4.1,2,21/04/2020,43942Liverpool,1254,498042,102.2838499
15/04/2020,Liverpool,,3.5,65.2,8.5,27.9,23,55,1021,4.4,10.2,5.4,2,22/04/2020,43943Liverpool,1275,498042,101.6746411
16/04/2020,Liverpool,,5,53.5,6.7,32.1,28,63,1015,4.6,12.5,9.1,3.3,23/04/2020,43944Liverpool,1296,498042,101.6470588
17/04/2020,Liverpool,,5.5,63.5,3.9,32,17,38,1016.2,4.5,10.2,12.5,5.4,24/04/2020,43945Liverpool,1324,498042,102.1604938
18/04/2020,Liverpool,,4.5,68,5.6,24.7,14,38,1017.9,4.2,8,6.8,2.8,25/04/2020,43946Liverpool,1347,498042,101.7371601
19/04/2020,Liverpool,,4.5,56.3,3.4,32.9,15,30,1020.1,4.4,9.8,8.7,3.6,26/04/2020,43947Liverpool,1361,498042,101.0393467
20/04/2020,Liverpool,,2,60.2,3.4,33,17,25,1019.9,4,10,13.8,6.2,27/04/2020,43948Liverpool,1385,498042,101.7634093
21/04/2020,Liverpool,,4,65,4.2,33.1,20,36,1019.5,3.8,11.1,14,7.4,28/04/2020,43949Liverpool,1407,498042,101.5884477
22/04/2020,Liverpool,,6,61,4.9,33.8,26,50,1020.5,4,12.5,10,5,29/04/2020,43950Liverpool,1430,498042,101.6346837
23/04/2020,Liverpool,,7,64.5,6.9,30.9,23,46,1019.9,4.5,13.4,5.1,2,30/04/2020,43951Liverpool,1451,498042,101.4685315
24/04/2020,Liverpool,,6,64,8.1,31.7,24,58,1014.4,4.2,13,4,2,01/05/2020,43952Liverpool,1469,498042,101.2405238
25/04/2020,Liverpool,,7.5,66,3.5,29.3,23,56,1012.1,4.5,12,5.5,2.5,02/05/2020,43953Liverpool,1479,498042,100.6807352
26/04/2020,Liverpool,,9,66.8,3.4,35.5,37,88,1009.7,4.2,11.9,5.7,2.5,03/05/2020,43954Liverpool,1488,498042,100.6085193
27/04/2020,Liverpool,,4.5,67,2.5,31.2,5,8,1006.7,3.4,10.5,8.1,3.3,04/05/2020,43955Liverpool,1498,498042,100.672043
28/04/2020,Liverpool,,5.5,68,6.2,24.8,11,30,1004.2,3.7,9.3,5.8,2.5,05/05/2020,43956Liverpool,1499,498042,100.0667557
29/04/2020,Liverpool,,6,66,4.1,25.2,8,21,996.4,2.2,9,8.2,3.8,06/05/2020,43957Liverpool,1502,498042,100.2001334
30/04/2020,Liverpool,,5.5,67.3,2.1,28.5,6,10,988.8,1.7,9,11.2,5.1,07/05/2020,43958Liverpool,1504,498042,100.1331558
02/05/2020,Liverpool,,6,66.8,2.5,31.9,10,17,1009,0.6,10.1,10.2,5,09/05/2020,43960Liverpool,1507,498042,100.1994681
03/05/2020,Liverpool,,6,66,6.1,28.3,15,38,1014.5,0.7,11.5,4.4,1.5,10/05/2020,43961Liverpool,1510,498042,100.199071
04/05/2020,Liverpool,,7,63.7,4.4,29,13,34,1018.2,0.6,12,8,3.4,11/05/2020,43962Liverpool,1514,498042,100.2649007
05/05/2020,Liverpool,,3.5,59,2.9,32.7,10,21,1022,0.6,11,13.7,5.5,12/05/2020,43963Liverpool,1521,498042,100.4623514
06/05/2020,Liverpool,,3.5,57.5,4,32.2,14,25,1023.6,1.1,11.5,6.8,2.8,13/05/2020,43964Liverpool,1531,498042,100.6574622
07/05/2020,Liverpool,,7,63,7.2,36.5,20,56,1019.5,2.3,14.5,6,2.3,14/05/2020,43965Liverpool,1542,498042,100.7184847
08/05/2020,Liverpool,,10.5,65,8.4,24.7,25,65,1016,2.2,13.5,4.4,1.5,15/05/2020,43966Liverpool,1554,498042,100.7782101
09/05/2020,Liverpool,,10,63.3,5.8,23.6,17,42,1011.7,2.6,14.5,4.4,1.5,16/05/2020,43967Liverpool,1557,498042,100.1930502
10/05/2020,Liverpool,,4.5,64.8,1.7,29.5,14,17,1013,3.3,10.5,14.9,6.1,17/05/2020,43968Liverpool,1562,498042,100.3211304
11/05/2020,Liverpool,,-1.5,60,3.4,29.8,11,13,1022.4,3,7.5,13.3,5.1,18/05/2020,43969Liverpool,1567,498042,100.3201024
12/05/2020,Liverpool,,4,66.5,3,31.7,10,17,1019.3,3,9.5,13,6.4,19/05/2020,43970Liverpool,1575,498042,100.5105297
13/05/2020,Liverpool,,-1,56.4,3.5,29.4,8,12,1018,2.9,9,8,3.6,20/05/2020,43971Liverpool,1581,498042,100.3809524
14/05/2020,Liverpool,,1.5,64.6,4,30.2,9,16,1022.1,2.7,9.5,6.8,2.8,21/05/2020,43972Liverpool,1588,498042,100.4427577
15/05/2020,Liverpool,,5,66.4,3.2,32.6,8,13,1022.8,2.5,10.5,11.5,5.1,22/05/2020,43973Liverpool,1591,498042,100.1889169
16/05/2020,Liverpool,,5.5,65.1,2.8,31.7,6,13,1021.8,2.3,12,10.8,4.6,23/05/2020,43974Liverpool,1594,498042,100.1885607
17/05/2020,Liverpool,,7.5,66.6,2.7,29.5,9,19,1020.2,2.7,13.5,6.1,2.5,24/05/2020,43975Liverpool,1604,498042,100.6273526
18/05/2020,Liverpool,,10,67,2,30.8,8,17,1018.9,3.2,14.5,7.5,2.6,25/05/2020,43976Liverpool,1609,498042,100.3117207
19/05/2020,Liverpool,,11,66.2,3.9,26.3,11,17,1020,3.4,15.2,5.4,2.8,26/05/2020,43977Liverpool,1614,498042,100.310752
20/05/2020,Liverpool,,10,63,6.2,24.6,15,39,1018,3.4,16.5,9.2,3,27/05/2020,43978Liverpool,1619,498042,100.3097893
21/05/2020,Liverpool,,10.5,64.4,5.6,33.6,15,34,1016.6,3.4,17.1,5,2,28/05/2020,43979Liverpool,1624,498042,100.3088326
22/05/2020,Liverpool,,7,59.8,1.2,28.7,25,38,1007.2,5,15.3,18.5,8,29/05/2020,43980Liverpool,1627,498042,100.1847291
23/05/2020,Liverpool,,6,58,1.3,28.9,14,21,1014.5,4.5,13.8,16.7,7.4,30/05/2020,43981Liverpool,1627,498042,100
01/02/2020,London,6.5,4,75,8.9,19.5,15,31,1004.6,3.6,10.5,17.6,7.2,08/02/2020,43869London,0,8961989,0
02/02/2020,London,6.4,8,75,9.7,18.1,17,38,1008.9,3.2,11.1,15.2,6.1,09/02/2020,43870London,0,8961989,0
03/02/2020,London,5.5,5.5,74.8,13.3,17.9,17,35,1012.7,5,10,18,6.9,10/02/2020,43871London,0,8961989,0
04/02/2020,London,7.4,3,70.6,15.5,15.4,13,30,1019.7,2.2,8.8,18.2,7.2,11/02/2020,43872London,1,8961989,0
05/02/2020,London,8.5,2,67,29.8,2.1,28,59,1036,2.9,7.6,3.3,1.5,12/02/2020,43873London,1,8961989,100
