Date,Country,City,Specie,median,variance
11/04/2020,GB,Southend-on-Sea,wind-gust,3,59.64
11/04/2020,GB,Southend-on-Sea,pm10,23,260.86
11/04/2020,GB,Southend-on-Sea,so2,1.8,19.96
11/04/2020,GB,Southend-on-Sea,no2,8.6,182.48
11/04/2020,GB,Southend-on-Sea,temperature,18.2,391.52
11/04/2020,GB,Southend-on-Sea,humidity,54,5738.66
12/04/2020,GB,Edinburgh,pm10,12,497.3
12/04/2020,GB,Edinburgh,pressure,1016.1,166.45
12/04/2020,GB,Edinburgh,wind-speed,3,116.35
12/04/2020,GB,Edinburgh,so2,1.3,1.41
12/04/2020,GB,Edinburgh,no2,2.8,33.85
12/04/2020,GB,Edinburgh,wind-gust,7.9,350.67
12/04/2020,GB,Edinburgh,dew,3,62.02
12/04/2020,GB,Edinburgh,temperature,9,50.12
12/04/2020,GB,Edinburgh,humidity,75,1349.15
12/04/2020,GB,Edinburgh,o3,32.5,112.65
12/04/2020,GB,Edinburgh,pm25,26,812.92
12/04/2020,GB,Norwich,pm10,19,316.77
12/04/2020,GB,Norwich,o3,30.1,812.93
12/04/2020,GB,Norwich,pm25,61,1666.38
12/04/2020,GB,Norwich,no2,5.1,51.52
12/04/2020,GB,Norwich,temperature,12,288.53
12/04/2020,GB,Norwich,humidity,70,1305.95
12/04/2020,GB,Norwich,pressure,1016,44.7
12/04/2020,GB,Norwich,wind-speed,1,13.2
12/04/2020,GB,Norwich,wind-gust,2.7,90.75
12/04/2020,GB,Liverpool,pm25,65,7087.34
12/04/2020,GB,Liverpool,no2,6.8,101.43
12/04/2020,GB,Liverpool,dew,10,61.37
12/04/2020,GB,Liverpool,humidity,67.2,1658.97
12/04/2020,GB,Liverpool,wind-gust,2.5,575.41
12/04/2020,GB,Liverpool,so2,3,23.16
12/04/2020,GB,Liverpool,o3,18.9,657.83
12/04/2020,GB,Liverpool,temperature,11,111.82
12/04/2020,GB,Liverpool,pressure,1013.2,85.15
12/04/2020,GB,Liverpool,wind-speed,2,140.24
12/04/2020,GB,Liverpool,pm10,21,878.84
12/04/2020,GB,Belfast,o3,28.5,62.2
12/04/2020,GB,Belfast,dew,5.5,27.24
12/04/2020,GB,Belfast,wind-speed,5.1,40.92
12/04/2020,GB,Belfast,pressure,1016,63.01
12/04/2020,GB,Belfast,temperature,10,16.24
12/04/2020,GB,Belfast,humidity,78,1235.7
12/04/2020,GB,Belfast,co,1.1,0.14
12/04/2020,GB,Belfast,pm10,10,160.73
12/04/2020,GB,Belfast,so2,1.6,2.57
12/04/2020,GB,Belfast,pm25,21,567.99
12/04/2020,GB,Belfast,no2,3.2,28.85
12/04/2020,GB,Coventry,pm10,17,237.32
12/04/2020,GB,Coventry,pm25,53,2326.79
12/04/2020,GB,Coventry,pressure,1013.9,63.69
12/04/2020,GB,Coventry,wind-speed,3,39.04
12/04/2020,GB,Coventry,wind-gust,2.6,425.26
12/04/2020,GB,Coventry,o3,29.5,1870.77
12/04/2020,GB,Coventry,no2,3,31.29
12/04/2020,GB,Coventry,temperature,12.7,306.58
12/04/2020,GB,Coventry,humidity,70,3321.7
12/04/2020,GB,Leeds,wind-speed,5.4,106.23
12/04/2020,GB,Leeds,wind-gust,9,430.57
12/04/2020,GB,Leeds,o3,26.1,866.83
12/04/2020,GB,Leeds,no2,2.8,123.03
12/04/2020,GB,Leeds,co,4.8,2
12/04/2020,GB,Leeds,pm25,52,2897.6
12/04/2020,GB,Leeds,pressure,1014.5,81.52
12/04/2020,GB,Leeds,humidity,77.6,1102.7
12/04/2020,GB,Leeds,pm10,14,203.11
12/04/2020,GB,Leeds,so2,1.3,1.09
12/04/2020,GB,Leeds,temperature,9.2,138.67
12/04/2020,GB,Cardiff,humidity,65.1,2100.22
12/04/2020,GB,Cardiff,pressure,1011.7,188.85
12/04/2020,GB,Cardiff,o3,29.7,701.67
12/04/2020,GB,Cardiff,pm25,78,10861.1
12/04/2020,GB,Cardiff,no2,4.6,99.45
12/04/2020,GB,Cardiff,wind-speed,1,36.96
12/04/2020,GB,Cardiff,pm10,26,1712.45
12/04/2020,GB,Cardiff,so2,1.7,0.4
12/04/2020,GB,Cardiff,temperature,16.3,233.48
12/04/2020,GB,Cardiff,wind-gust,3.3,122.82
12/04/2020,GB,Cardiff,co,2.6,5.21
12/04/2020,GB,Bristol,pm10,25,1515.76
12/04/2020,GB,Bristol,pm25,68,7053.33
12/04/2020,GB,Bristol,temperature,15.6,200.08
12/04/2020,GB,Bristol,pressure,1013.9,85.27
12/04/2020,GB,Bristol,wind-speed,1,28.82
12/04/2020,GB,Bristol,o3,29.5,1667.31
12/04/2020,GB,Bristol,no2,5.1,192.87
12/04/2020,GB,Bristol,co,2.6,5.1
12/04/2020,GB,Bristol,so2,1.7,0.21
12/04/2020,GB,Bristol,humidity,68.7,2376.67
12/04/2020,GB,Bristol,wind-gust,3.1,182.78
12/04/2020,GB,London,humidity,53,1983.82
12/04/2020,GB,London,pressure,1013.7,65.41
12/04/2020,GB,London,dew,6.5,13.43
12/04/2020,GB,London,so2,2.6,71.88
12/04/2020,GB,London,pm25,61,3346.97
12/04/2020,GB,London,temperature,17.6,154.58
12/04/2020,GB,London,co,3.7,2.65
12/04/2020,GB,London,wind-speed,2.8,78.81
12/04/2020,GB,London,wind-gust,6.2,243.18
12/04/2020,GB,London,o3,30.7,971.74
12/04/2020,GB,London,no2,10,318.28
12/04/2020,GB,London,pm10,25,654.87
12/04/2020,GB,Birmingham,pm10,16,528.58
12/04/2020,GB,Birmingham,so2,1.3,1.17
12/04/2020,GB,Birmingham,no2,4,99.12
12/04/2020,GB,Birmingham,temperature,12.7,214.66
12/04/2020,GB,Birmingham,pressure,1014.6,64.67
12/04/2020,GB,Birmingham,wind-gust,4.5,377.09
12/04/2020,GB,Birmingham,o3,29.1,1183
12/04/2020,GB,Birmingham,pm25,45,2280.79
12/04/2020,GB,Birmingham,humidity,75.5,2665.86
12/04/2020,GB,Birmingham,wind-speed,1,85.63
12/04/2020,GB,Sheffield,wind-speed,2.1,58.59
12/04/2020,GB,Sheffield,pm10,13,170.49
12/04/2020,GB,Sheffield,o3,25.6,496.88
12/04/2020,GB,Sheffield,pm25,44,1828.14
12/04/2020,GB,Sheffield,temperature,11.5,137.82
12/04/2020,GB,Sheffield,pressure,1012.8,164.57
12/04/2020,GB,Sheffield,no2,5.4,153.33
12/04/2020,GB,Sheffield,humidity,75,749.9
12/04/2020,GB,Sheffield,wind-gust,5.5,145.46
12/04/2020,GB,Newport,pressure,1010.9,78.42
12/04/2020,GB,Newport,wind-speed,0.7,15.45
12/04/2020,GB,Newport,pm10,22,1718.15
12/04/2020,GB,Newport,no2,6.4,325.21
12/04/2020,GB,Newport,co,2.6,5.21
12/04/2020,GB,Newport,temperature,15,292.49
12/04/2020,GB,Newport,so2,1.7,0.21
12/04/2020,GB,Newport,o3,24.8,1452.23
12/04/2020,GB,Newport,pm25,68,11191.1
12/04/2020,GB,Newport,humidity,71.3,1997.19
12/04/2020,GB,Newport,wind-gust,2.2,96.88
12/04/2020,GB,Leicester,so2,0.6,4.54
12/04/2020,GB,Leicester,wind-gust,4.5,358.14
12/04/2020,GB,Leicester,pm10,14,196.23
12/04/2020,GB,Leicester,pm25,52,1929.55
12/04/2020,GB,Leicester,no2,5.9,77.05
12/04/2020,GB,Leicester,temperature,11.5,250.58
12/04/2020,GB,Leicester,humidity,73,673.84
12/04/2020,GB,Leicester,pressure,1014.2,62.48
12/04/2020,GB,Leicester,wind-speed,1.7,79.05
12/04/2020,GB,Leicester,o3,26.6,1362.41
12/04/2020,GB,Manchester,pm10,20,255.68
12/04/2020,GB,Manchester,pm25,58,3636.87
12/04/2020,GB,Manchester,no2,6,121.37
12/04/2020,GB,Manchester,pressure,1014.7,58.03
12/04/2020,GB,Manchester,wind-gust,7.7,621.21
12/04/2020,GB,Manchester,o3,21.9,659.41
12/04/2020,GB,Manchester,so2,2.1,0.29
12/04/2020,GB,Manchester,temperature,10.4,169.42
12/04/2020,GB,Manchester,humidity,80.6,1213.53
12/04/2020,GB,Manchester,wind-speed,3.3,155.92
12/04/2020,GB,Reading,temperature,16.7,269.23
12/04/2020,GB,Reading,o3,29.6,1687.67
12/04/2020,GB,Reading,pm25,68,9860
12/04/2020,GB,Reading,no2,6.6,139.26
12/04/2020,GB,Reading,pressure,1013.5,67.53
12/04/2020,GB,Reading,wind-speed,2,44.1
12/04/2020,GB,Reading,wind-gust,3.6,119.96
12/04/2020,GB,Reading,pm10,35,1749.96
12/04/2020,GB,Reading,humidity,55.8,4368.32
12/04/2020,GB,Plymouth,o3,31.2,673.6
12/04/2020,GB,Plymouth,pm25,101,4245.56
12/04/2020,GB,Plymouth,no2,7.6,65.49
12/04/2020,GB,Plymouth,humidity,70.4,1003.11
12/04/2020,GB,Plymouth,pressure,1012.5,132.22
12/04/2020,GB,Plymouth,wind-gust,5.5,69.71
12/04/2020,GB,Plymouth,pm10,37,630.51
12/04/2020,GB,Plymouth,temperature,13.9,107.09
12/04/2020,GB,Plymouth,wind-speed,2.5,17.32
12/04/2020,GB,Glasgow,pressure,1018,176.77
12/04/2020,GB,Glasgow,wind-speed,3.3,68.07
12/04/2020,GB,Glasgow,pm10,11,321.04
12/04/2020,GB,Glasgow,no2,2.8,68.82
12/04/2020,GB,Glasgow,temperature,9,63.57
12/04/2020,GB,Glasgow,humidity,72.5,2497.89
12/04/2020,GB,Glasgow,dew,4,44.24
12/04/2020,GB,Glasgow,o3,28.9,59.61
12/04/2020,GB,Glasgow,pm25,25,1051.66
12/04/2020,GB,Glasgow,so2,3.6,332.44
12/04/2020,GB,Glasgow,wind-gust,7.4,281.46
12/04/2020,GB,Preston,so2,3,23.77
12/04/2020,GB,Preston,humidity,81,1074.88
12/04/2020,GB,Preston,wind-gust,2.9,1116.23
12/04/2020,GB,Preston,temperature,9.6,162.55
12/04/2020,GB,Preston,pressure,1013.8,56.1
12/04/2020,GB,Preston,pm10,16,392.09
12/04/2020,GB,Preston,o3,24.5,914.43
12/04/2020,GB,Preston,pm25,56,3744.82
12/04/2020,GB,Preston,no2,5.6,65.91
12/04/2020,GB,Preston,wind-speed,2.9,418.06
12/04/2020,GB,Swansea,humidity,79,2259.8
12/04/2020,GB,Swansea,wind-speed,0.5,47.28
12/04/2020,GB,Swansea,pm25,95,7606.24
12/04/2020,GB,Swansea,pm10,39,2250.51
12/04/2020,GB,Swansea,o3,31.7,1221.24
12/04/2020,GB,Swansea,so2,0.6,6.06
12/04/2020,GB,Swansea,no2,4.6,91.08
12/04/2020,GB,Swansea,temperature,13.8,180
12/04/2020,GB,Swansea,pressure,1014.1,107.26
12/04/2020,GB,Swansea,co,3.1,16.74
12/04/2020,GB,Southend-on-Sea,o3,33.4,979.46
12/04/2020,GB,Southend-on-Sea,pm25,65,2388.23
12/04/2020,GB,Southend-on-Sea,pressure,1014.6,518.09
12/04/2020,GB,Southend-on-Sea,wind-speed,0.8,8.96
12/04/2020,GB,Southend-on-Sea,wind-gust,2.1,96.32
12/04/2020,GB,Southend-on-Sea,pm10,23,466.6
12/04/2020,GB,Southend-on-Sea,so2,1.4,13.2
12/04/2020,GB,Southend-on-Sea,no2,4.7,76.57
12/04/2020,GB,Southend-on-Sea,temperature,19.7,259.63
12/04/2020,GB,Southend-on-Sea,humidity,51.8,3227.41
13/04/2020,GB,Edinburgh,pm10,14,137.76
13/04/2020,GB,Edinburgh,pressure,1031,25.82
13/04/2020,GB,Edinburgh,wind-speed,3,73.82
13/04/2020,GB,Edinburgh,so2,1,0.25
13/04/2020,GB,Edinburgh,no2,3.7,76.16
13/04/2020,GB,Edinburgh,wind-gust,9.9,250.19
13/04/2020,GB,Edinburgh,dew,-3,12.17
13/04/2020,GB,Edinburgh,temperature,5,34.84
13/04/2020,GB,Edinburgh,humidity,58,483.48
13/04/2020,GB,Edinburgh,co,0.4,0.39
13/04/2020,GB,Edinburgh,o3,34.3,136.24
13/04/2020,GB,Edinburgh,pm25,30,333.88
13/04/2020,GB,Norwich,pm10,14,71.79
13/04/2020,GB,Norwich,o3,34.2,38.02
13/04/2020,GB,Norwich,pm25,30,326.78
13/04/2020,GB,Norwich,no2,1.9,37.72
13/04/2020,GB,Norwich,temperature,6.9,15.14
13/04/2020,GB,Norwich,humidity,63,1319.42
13/04/2020,GB,Norwich,pressure,1029.5,110.92
13/04/2020,GB,Norwich,wind-speed,1.8,16
13/04/2020,GB,Norwich,wind-gust,8.8,58.37
13/04/2020,GB,Liverpool,pm25,30,707.24
13/04/2020,GB,Liverpool,no2,1.9,13.2
13/04/2020,GB,Liverpool,dew,0,25.49
13/04/2020,GB,Liverpool,humidity,62.4,936.87
13/04/2020,GB,Liverpool,wind-gust,13,118.11
13/04/2020,GB,Liverpool,so2,2.3,0.35
13/04/2020,GB,Liverpool,o3,33.8,92.41
13/04/2020,GB,Liverpool,temperature,7.5,69.67
13/04/2020,GB,Liverpool,pressure,1026.9,84.2
13/04/2020,GB,Liverpool,wind-speed,5.6,39.45
13/04/2020,GB,Liverpool,pm10,15,116.93
13/04/2020,GB,Belfast,o3,31.3,35.83
13/04/2020,GB,Belfast,dew,0,18.05
13/04/2020,GB,Belfast,wind-speed,4.6,35.29
13/04/2020,GB,Belfast,pressure,1031,39.43
13/04/2020,GB,Belfast,temperature,6,33.18
13/04/2020,GB,Belfast,humidity,64.5,814.48
13/04/2020,GB,Belfast,co,0.7,0.25
13/04/2020,GB,Belfast,pm10,15,80.11
13/04/2020,GB,Belfast,so2,1.1,2.02
13/04/2020,GB,Belfast,pm25,30,288.46
13/04/2020,GB,Belfast,no2,3.5,93.77
13/04/2020,GB,Coventry,pm10,13,61.24
13/04/2020,GB,Coventry,pm25,31,253.28
13/04/2020,GB,Coventry,pressure,1027.2,101.16
13/04/2020,GB,Coventry,wind-speed,3.6,38.5
13/04/2020,GB,Coventry,wind-gust,9.6,237.75
13/04/2020,GB,Coventry,o3,33.7,72.21
13/04/2020,GB,Coventry,no2,1.5,4.84
13/04/2020,GB,Coventry,temperature,7.7,50.53
13/04/2020,GB,Coventry,humidity,67.8,1832.12
13/04/2020,GB,Leeds,wind-speed,6,86.22
13/04/2020,GB,Leeds,wind-gust,12.8,253.17
13/04/2020,GB,Leeds,o3,35.1,30.27
13/04/2020,GB,Leeds,no2,2,14.92
13/04/2020,GB,Leeds,co,4.2,0.21
13/04/2020,GB,Leeds,pm25,29,226.37
13/04/2020,GB,Leeds,pressure,1028.4,68.42
13/04/2020,GB,Leeds,humidity,58.7,826.94
13/04/2020,GB,Leeds,pm10,13,41
13/04/2020,GB,Leeds,so2,1,0.25
13/04/2020,GB,Leeds,temperature,6.1,31.1
13/04/2020,GB,Cardiff,humidity,70.2,1336.52
13/04/2020,GB,Cardiff,pressure,1020.7,141.66
13/04/2020,GB,Cardiff,o3,30.9,81.62
13/04/2020,GB,Cardiff,pm25,30,2062.4
13/04/2020,GB,Cardiff,no2,1.9,22.6
13/04/2020,GB,Cardiff,wind-speed,3.4,145.01
13/04/2020,GB,Cardiff,pm10,15,318.66
13/04/2020,GB,Cardiff,so2,1.6,0.03
13/04/2020,GB,Cardiff,temperature,8.5,37.57
13/04/2020,GB,Cardiff,wind-gust,13,272.03
13/04/2020,GB,Cardiff,co,1.5,1.37
13/04/2020,GB,Bristol,pm10,18,221.12
13/04/2020,GB,Bristol,pm25,34,906.35
13/04/2020,GB,Bristol,temperature,8.7,39.27
13/04/2020,GB,Bristol,pressure,1026.5,126.8
13/04/2020,GB,Bristol,wind-speed,5,31.57
13/04/2020,GB,Bristol,o3,30.5,46.54
13/04/2020,GB,Bristol,no2,1.4,4.96
13/04/2020,GB,Bristol,co,1.5,1.34
13/04/2020,GB,Bristol,so2,1.6,0.03
13/04/2020,GB,Bristol,humidity,67.3,1083.68
13/04/2020,GB,Bristol,wind-gust,14.5,82.69
13/04/2020,GB,London,humidity,60.2,1349.06
13/04/2020,GB,London,pressure,1025.9,134.26
13/04/2020,GB,London,dew,-1,107.56
13/04/2020,GB,London,so2,1.4,43.44
13/04/2020,GB,London,pm25,33,1591.06
13/04/2020,GB,London,temperature,8.8,29.73
13/04/2020,GB,London,co,3.2,19.29
13/04/2020,GB,London,wind-speed,8.5,187.93
13/04/2020,GB,London,wind-gust,18.6,442.25
13/04/2020,GB,London,o3,29.7,125.47
13/04/2020,GB,London,no2,3.7,42.91
13/04/2020,GB,London,pm10,15,191.06
13/04/2020,GB,Birmingham,pm10,14,57.56
13/04/2020,GB,Birmingham,so2,1.1,0.5
13/04/2020,GB,Birmingham,no2,1.9,16.23
13/04/2020,GB,Birmingham,temperature,6.6,47.35
13/04/2020,GB,Birmingham,pressure,1028.4,99.07
13/04/2020,GB,Birmingham,wind-gust,12.2,148.22
13/04/2020,GB,Birmingham,o3,31.9,60.06
13/04/2020,GB,Birmingham,pm25,33,197.41
13/04/2020,GB,Birmingham,humidity,69.5,1661.57
13/04/2020,GB,Birmingham,wind-speed,5.2,31.64
13/04/2020,GB,Sheffield,wind-speed,3.2,64.93
13/04/2020,GB,Sheffield,pm10,16,404.47
13/04/2020,GB,Sheffield,o3,32.1,47.24
13/04/2020,GB,Sheffield,pm25,35,2236.82
13/04/2020,GB,Sheffield,temperature,5.8,16.26
13/04/2020,GB,Sheffield,pressure,1023.4,165.97
13/04/2020,GB,Sheffield,no2,3.8,68.14
13/04/2020,GB,Sheffield,humidity,60.6,1082.05
13/04/2020,GB,Sheffield,wind-gust,9.5,65.04
13/04/2020,GB,Newport,pressure,1023.8,120.69
13/04/2020,GB,Newport,wind-speed,3.2,12.86
13/04/2020,GB,Newport,pm10,14,265.19
13/04/2020,GB,Newport,no2,3.4,19.52
13/04/2020,GB,Newport,co,1.5,1.37
13/04/2020,GB,Newport,temperature,9,139.27
13/04/2020,GB,Newport,so2,1.6,0.03
13/04/2020,GB,Newport,o3,32.5,57.83
13/04/2020,GB,Newport,pm25,34,461.28
13/04/2020,GB,Newport,humidity,69,1850.29
13/04/2020,GB,Newport,wind-gust,9,141.79
13/04/2020,GB,Leicester,so2,0.5,4.38
13/04/2020,GB,Leicester,wind-gust,14.5,138.62
13/04/2020,GB,Leicester,pm10,13,41.09
13/04/2020,GB,Leicester,pm25,30,243.02
13/04/2020,GB,Leicester,no2,3.2,11.35
13/04/2020,GB,Leicester,temperature,5.4,22.77
13/04/2020,GB,Leicester,humidity,67.5,641.15
13/04/2020,GB,Leicester,pressure,1028.4,100.43
13/04/2020,GB,Leicester,wind-speed,6.5,35.43
13/04/2020,GB,Leicester,o3,31.3,34.37
13/04/2020,GB,Manchester,pm10,16,68.92
13/04/2020,GB,Manchester,pm25,34,1634.83
13/04/2020,GB,Manchester,no2,3.2,40.12
13/04/2020,GB,Manchester,pressure,1029.2,78.92
13/04/2020,GB,Manchester,wind-gust,8.5,367.98
13/04/2020,GB,Manchester,o3,29.8,68.04
13/04/2020,GB,Manchester,so2,1.7,0.13
13/04/2020,GB,Manchester,temperature,7.1,60.77
13/04/2020,GB,Manchester,humidity,61,1256.88
13/04/2020,GB,Manchester,wind-speed,3.2,102.39
13/04/2020,GB,Reading,temperature,9.7,42.62
13/04/2020,GB,Reading,o3,28.3,57.99
13/04/2020,GB,Reading,pm25,21,711.05
13/04/2020,GB,Reading,no2,4.8,17.89
13/04/2020,GB,Reading,pressure,1025.5,120.83
13/04/2020,GB,Reading,wind-speed,6.6,19.3
13/04/2020,GB,Reading,wind-gust,11.6,48.61
13/04/2020,GB,Reading,pm10,18,145.94
13/04/2020,GB,Reading,humidity,56.8,1506.84
13/04/2020,GB,Plymouth,o3,29.8,206.18
13/04/2020,GB,Plymouth,pm25,38,3042.22
13/04/2020,GB,Plymouth,no2,2.4,37.12
13/04/2020,GB,Plymouth,humidity,62.8,593.3
13/04/2020,GB,Plymouth,pressure,1023.1,241.64
13/04/2020,GB,Plymouth,wind-gust,14.1,355.18
13/04/2020,GB,Plymouth,pm10,16,248.73
13/04/2020,GB,Plymouth,temperature,11.9,49.3
13/04/2020,GB,Plymouth,wind-speed,5.3,92.72
13/04/2020,GB,Glasgow,pressure,1033,60.26
13/04/2020,GB,Glasgow,wind-speed,2.8,22.82
13/04/2020,GB,Glasgow,pm10,15,291.8
13/04/2020,GB,Glasgow,no2,4.2,212.89
13/04/2020,GB,Glasgow,temperature,5,67.67
13/04/2020,GB,Glasgow,humidity,56.7,1029.8
13/04/2020,GB,Glasgow,dew,-2.5,8.1
13/04/2020,GB,Glasgow,o3,30.5,159.61
13/04/2020,GB,Glasgow,pm25,32,1019.49
13/04/2020,GB,Glasgow,so2,5.6,1168.8
13/04/2020,GB,Glasgow,wind-gust,7.3,126.06
13/04/2020,GB,Preston,so2,2.3,0.36
13/04/2020,GB,Preston,humidity,59.1,679.4
13/04/2020,GB,Preston,wind-gust,14,189.34
13/04/2020,GB,Preston,temperature,7.6,53.56
13/04/2020,GB,Preston,pressure,1029.1,43.09
13/04/2020,GB,Preston,pm10,14,29.22
13/04/2020,GB,Preston,o3,33.4,44
13/04/2020,GB,Preston,pm25,31,123.31
13/04/2020,GB,Preston,no2,1.8,21.48
13/04/2020,GB,Preston,wind-speed,5.6,78.48
13/04/2020,GB,Swansea,humidity,61.7,1319.79
13/04/2020,GB,Swansea,wind-speed,7.7,103.3
13/04/2020,GB,Swansea,pm25,34,2791.42
13/04/2020,GB,Swansea,pm10,18,1147.18
13/04/2020,GB,Swansea,o3,30.9,48.02
13/04/2020,GB,Swansea,so2,0.6,1.5
13/04/2020,GB,Swansea,no2,1.4,15.79
13/04/2020,GB,Swansea,temperature,10.2,63.35
13/04/2020,GB,Swansea,pressure,1026.1,167.64
13/04/2020,GB,Swansea,co,1.4,0.46
13/04/2020,GB,Southend-on-Sea,o3,32.3,47.09
13/04/2020,GB,Southend-on-Sea,pm25,34,761.42
13/04/2020,GB,Southend-on-Sea,pressure,1026.8,122.24
13/04/2020,GB,Southend-on-Sea,wind-speed,4,38.54
13/04/2020,GB,Southend-on-Sea,wind-gust,6.1,321.67
13/04/2020,GB,Southend-on-Sea,pm10,16,132.51
13/04/2020,GB,Southend-on-Sea,so2,1.3,1.24
13/04/2020,GB,Southend-on-Sea,no2,1.1,2.29
13/04/2020,GB,Southend-on-Sea,temperature,8.4,23.93
13/04/2020,GB,Southend-on-Sea,humidity,59,1026.9
14/04/2020,GB,Edinburgh,pm10,14,252.77
14/04/2020,GB,Edinburgh,pressure,1025.6,60.26
14/04/2020,GB,Edinburgh,wind-speed,3.5,163.27
14/04/2020,GB,Edinburgh,so2,1,0.31
14/04/2020,GB,Edinburgh,no2,4.2,58.98
14/04/2020,GB,Edinburgh,wind-gust,10.5,421.38
14/04/2020,GB,Edinburgh,dew,0.5,38.46
14/04/2020,GB,Edinburgh,temperature,6.9,182.25
14/04/2020,GB,Edinburgh,humidity,67.7,1178.39
14/04/2020,GB,Edinburgh,co,0.3,0.12
14/04/2020,GB,Edinburgh,o3,30.9,147.33
14/04/2020,GB,Edinburgh,pm25,34,421.81
14/04/2020,GB,Norwich,pm10,10,72.61
14/04/2020,GB,Norwich,o3,31.7,82.08
14/04/2020,GB,Norwich,pm25,23,958.02
14/04/2020,GB,Norwich,no2,2.8,164.23
14/04/2020,GB,Norwich,temperature,5.8,100.68
14/04/2020,GB,Norwich,humidity,67,911.16
14/04/2020,GB,Norwich,pressure,1030,12.26
14/04/2020,GB,Norwich,wind-speed,1,7.55
14/04/2020,GB,Norwich,wind-gust,3.6,42.07
14/04/2020,GB,Liverpool,pm25,42,764.41
14/04/2020,GB,Liverpool,no2,4.8,196.18
14/04/2020,GB,Liverpool,dew,1,16.63
14/04/2020,GB,Liverpool,humidity,65.4,1208.56
14/04/2020,GB,Liverpool,wind-gust,4.1,70.74
14/04/2020,GB,Liverpool,so2,3.2,84.96
14/04/2020,GB,Liverpool,o3,29.4,558.98
14/04/2020,GB,Liverpool,temperature,7.5,165.52
14/04/2020,GB,Liverpool,pressure,1027,63.94
14/04/2020,GB,Liverpool,wind-speed,2,8.07
14/04/2020,GB,Liverpool,pm10,17,152.53
14/04/2020,GB,Belfast,o3,24.4,1033.28
14/04/2020,GB,Belfast,dew,3.5,48.74
14/04/2020,GB,Belfast,wind-speed,2.3,18.55
14/04/2020,GB,Belfast,pressure,1027,55.23
14/04/2020,GB,Belfast,temperature,8,247.06
14/04/2020,GB,Belfast,humidity,73.5,2078.08
14/04/2020,GB,Belfast,co,1.4,1.15
14/04/2020,GB,Belfast,pm10,22,117.36
14/04/2020,GB,Belfast,so2,1.9,2.43
14/04/2020,GB,Belfast,pm25,46,540.35
14/04/2020,GB,Belfast,no2,7.8,353.78
14/04/2020,GB,Coventry,pm10,13,62.9
14/04/2020,GB,Coventry,pm25,29,737.28
14/04/2020,GB,Coventry,pressure,1028.4,33.18
14/04/2020,GB,Coventry,wind-speed,1.6,4.83
14/04/2020,GB,Coventry,wind-gust,1.5,36.95
14/04/2020,GB,Coventry,o3,33.1,508.28
14/04/2020,GB,Coventry,no2,3.2,217.73
14/04/2020,GB,Coventry,temperature,5.8,198.39
14/04/2020,GB,Coventry,humidity,68.6,2540.54
14/04/2020,GB,Leeds,wind-speed,2,31.99
14/04/2020,GB,Leeds,wind-gust,4,126.95
14/04/2020,GB,Leeds,o3,29.6,356.65
14/04/2020,GB,Leeds,no2,6.3,78.23
14/04/2020,GB,Leeds,co,5,2.33
14/04/2020,GB,Leeds,pm25,44,1374.85
14/04/2020,GB,Leeds,pressure,1027.1,675.41
14/04/2020,GB,Leeds,humidity,61,2374.89
14/04/2020,GB,Leeds,pm10,18,161.41
14/04/2020,GB,Leeds,so2,0.9,0.24
14/04/2020,GB,Leeds,temperature,8,290.01
14/04/2020,GB,Cardiff,humidity,67.3,1982.66
14/04/2020,GB,Cardiff,pressure,1028.6,167.08
14/04/2020,GB,Cardiff,o3,31.1,320.94
14/04/2020,GB,Cardiff,pm25,30,1492.72
14/04/2020,GB,Cardiff,no2,4.2,130.82
14/04/2020,GB,Cardiff,wind-speed,1.7,25.76
14/04/2020,GB,Cardiff,pm10,16,965.18
14/04/2020,GB,Cardiff,so2,1.6,0.05
14/04/2020,GB,Cardiff,temperature,7.2,210.36
14/04/2020,GB,Cardiff,wind-gust,6.2,115.34
14/04/2020,GB,Cardiff,co,1,1.12
14/04/2020,GB,Bristol,pm10,15,291.58
14/04/2020,GB,Bristol,pm25,38,1980.81
14/04/2020,GB,Bristol,temperature,7.7,184.97
14/04/2020,GB,Bristol,pressure,1028.9,31.2
14/04/2020,GB,Bristol,wind-speed,1,16.59
14/04/2020,GB,Bristol,o3,28.6,587.28
14/04/2020,GB,Bristol,no2,6.4,336.03
14/04/2020,GB,Bristol,co,1,1.1
14/04/2020,GB,Bristol,so2,1.6,0.05
14/04/2020,GB,Bristol,humidity,65,1508.88
14/04/2020,GB,Bristol,wind-gust,3.6,60.69
14/04/2020,GB,London,humidity,59.4,590.03
14/04/2020,GB,London,pressure,1028.4,21.8
14/04/2020,GB,London,dew,-1,13.05
14/04/2020,GB,London,so2,1.1,41.61
14/04/2020,GB,London,pm25,31,1179.29
14/04/2020,GB,London,temperature,7.1,64.88
14/04/2020,GB,London,co,3,22.33
14/04/2020,GB,London,wind-speed,4.4,52.95
14/04/2020,GB,London,wind-gust,9,145.5
14/04/2020,GB,London,o3,28.6,275.98
14/04/2020,GB,London,no2,8.3,323.13
14/04/2020,GB,London,pm10,14,138.98
14/04/2020,GB,Birmingham,pm10,15,527.73
14/04/2020,GB,Birmingham,so2,1.1,0.17
14/04/2020,GB,Birmingham,no2,5.6,531.2
14/04/2020,GB,Birmingham,temperature,6.5,211.59
14/04/2020,GB,Birmingham,pressure,1029,36.64
14/04/2020,GB,Birmingham,wind-gust,4.7,20.48
